Name,Jersey #,Team,Opponent,didWin,Date,MIN,OREB,DREB,REB,AST,STL,BLK,TO,PF,FGM,FGA,3PM,3PA,FTM,FTA,PTS,FantasyPts
Lorena Barbosa,#10,Idaho Vandals,Washington State Cougars,1,11/03/25,15,3,1,4,0,0,2,7,4,2,5,0,1,6,7,10,4
Ana Pinheiro,#37,Idaho Vandals,Washington State Cougars,1,11/03/25,28,4,3,7,1,1,2,1,4,4,9,0,1,8,10,16,31
Ella Uriarte,#5,Idaho Vandals,Washington State Cougars,1,11/03/25,22,0,0,0,1,2,0,0,4,0,0,0,0,1,2,1,12
Hope Hassmann,#4,Idaho Vandals,Washington State Cougars,1,11/03/25,31,1,3,4,4,1,0,4,2,7,18,1,3,2,2,17,25
Kyra Gardner,#3,Idaho Vandals,Washington State Cougars,1,11/03/25,33,1,7,8,0,5,1,1,1,9,16,6,10,2,3,26,59
Sarah Brans,#2,Idaho Vandals,Washington State Cougars,1,11/03/25,16,2,1,3,2,1,1,0,3,2,5,1,3,0,0,5,20
Debora dos Santos,#9,Idaho Vandals,Washington State Cougars,1,11/03/25,9,1,2,3,0,0,0,2,0,3,6,0,0,2,4,8,6
Katlin Kangur,#14,Idaho Vandals,Washington State Cougars,1,11/03/25,6,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,3
Ana Beatriz Passos Alves da Silva,#23,Idaho Vandals,Washington State Cougars,1,11/03/25,20,3,1,4,0,1,0,2,1,0,2,0,0,0,0,0,3
Mary McMorris,#24,Idaho Vandals,Washington State Cougars,1,11/03/25,18,0,2,2,1,0,0,4,4,1,6,0,2,0,0,2,-6
Niveya Henley,#21,Idaho Vandals,Washington State Cougars,1,11/03/25,2,1,0,1,0,0,0,0,2,1,1,0,0,0,0,2,5
Tanja Valancic,#9,Washington State Cougars,Idaho Vandals,0,11/03/25,13,1,0,1,0,0,0,1,4,0,4,0,1,0,0,0,-6
Alex Covill,#33,Washington State Cougars,Idaho Vandals,0,11/03/25,12,2,1,3,2,0,0,3,4,1,4,0,0,0,0,2,3
Charlotte Abraham,#10,Washington State Cougars,Idaho Vandals,0,11/03/25,21,1,6,7,3,1,0,3,5,2,6,0,3,6,8,10,17
Mackenzie Chatfield,#8,Washington State Cougars,Idaho Vandals,0,11/03/25,30,1,2,3,4,1,0,4,3,2,4,0,0,1,4,5,13
Eleonora Villa,#2,Washington State Cougars,Idaho Vandals,0,11/03/25,38,1,1,2,3,2,0,4,1,10,19,2,6,2,4,24,32
Malia Ruud,#55,Washington State Cougars,Idaho Vandals,0,11/03/25,21,1,1,2,0,1,1,0,4,4,5,1,1,0,2,9,20
Keandra Koorits,#15,Washington State Cougars,Idaho Vandals,0,11/03/25,30,1,5,6,0,0,0,3,3,6,10,3,5,8,9,23,25
Marta Alsina,#12,Washington State Cougars,Idaho Vandals,0,11/03/25,31,0,5,5,1,3,2,2,3,5,7,2,4,0,0,12,37
Jean Chiu,#5,Washington State Cougars,Idaho Vandals,0,11/03/25,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andjela Bigovic,#6,Seattle U Redhawks,Washington Huskies,0,11/03/25,17,0,1,1,0,0,1,1,0,2,5,0,2,0,0,4,3
Tamia Stricklin,#14,Seattle U Redhawks,Washington Huskies,0,11/03/25,24,2,2,4,0,1,0,6,3,6,11,0,0,0,0,12,9
Dylan Mogel,#5,Seattle U Redhawks,Washington Huskies,0,11/03/25,27,0,0,0,3,1,0,4,2,0,1,0,0,1,2,1,4
Sydnie Rodriguez,#24,Seattle U Redhawks,Washington Huskies,0,11/03/25,26,2,3,5,0,0,0,0,1,1,10,1,8,0,0,3,-6
Ella Brubaker,#3,Seattle U Redhawks,Washington Huskies,0,11/03/25,24,2,2,4,2,0,1,3,1,3,9,2,4,0,0,8,12
Fia Proctor,#4,Seattle U Redhawks,Washington Huskies,0,11/03/25,9,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-1
Lucija Milkovic,#7,Seattle U Redhawks,Washington Huskies,0,11/03/25,14,3,4,7,0,0,2,1,2,2,5,0,0,0,0,4,14
Jana Vesic,#9,Seattle U Redhawks,Washington Huskies,0,11/03/25,18,1,1,2,2,0,0,4,1,1,9,0,3,4,4,6,-4
Chloe Emanga,#8,Seattle U Redhawks,Washington Huskies,0,11/03/25,15,0,1,1,0,1,0,1,3,1,4,1,1,0,0,3,5
Aaliyah Ibarra,#21,Seattle U Redhawks,Washington Huskies,0,11/03/25,12,0,0,0,0,0,0,0,3,0,2,0,1,0,0,0,-3
Lucy Larson,#22,Seattle U Redhawks,Washington Huskies,0,11/03/25,14,0,1,1,0,1,0,1,3,1,3,0,1,0,1,2,2
Yulia Grabovskaia,#55,Washington Huskies,Seattle U Redhawks,1,11/03/25,13,3,2,5,4,0,1,1,0,2,5,0,0,0,0,4,22
Avery Howell,#2,Washington Huskies,Seattle U Redhawks,1,11/03/25,19,0,4,4,0,0,0,0,1,5,5,4,4,4,5,18,31
Sayvia Sellers,#0,Washington Huskies,Seattle U Redhawks,1,11/03/25,17,0,3,3,6,4,1,4,1,9,13,1,4,2,3,21,56
Hannah Stines,#1,Washington Huskies,Seattle U Redhawks,1,11/03/25,22,0,4,4,5,3,0,0,1,3,8,0,0,1,2,7,36
Teagan Brown,#5,Washington Huskies,Seattle U Redhawks,1,11/03/25,22,1,1,2,1,1,0,0,0,3,3,0,0,0,0,6,19
Nina Cain,#25,Washington Huskies,Seattle U Redhawks,1,11/03/25,10,2,4,6,0,1,0,0,1,0,0,0,0,0,2,0,9
Brynn McGaughy,#21,Washington Huskies,Seattle U Redhawks,1,11/03/25,12,2,1,3,0,0,2,1,0,2,5,0,0,0,0,4,11
Olivia Anderson,#23,Washington Huskies,Seattle U Redhawks,1,11/03/25,12,3,0,3,1,0,4,1,1,1,4,0,1,3,4,5,18
Shayla Gillmer,#22,Washington Huskies,Seattle U Redhawks,1,11/03/25,12,2,1,3,0,1,1,1,0,1,2,0,0,0,2,2,9
Sienna Harvey,#35,Washington Huskies,Seattle U Redhawks,1,11/03/25,16,0,2,2,1,1,0,2,0,6,10,1,2,2,3,15,22
Devin Coppinger,#3,Washington Huskies,Seattle U Redhawks,1,11/03/25,22,3,0,3,1,0,0,0,3,1,5,0,3,0,0,2,3
Chloe Briggs,#11,Washington Huskies,Seattle U Redhawks,1,11/03/25,23,2,3,5,0,0,0,1,1,2,7,0,2,2,3,6,4
Erin Condron,#11,UC San Diego Tritons,Pacific Tigers,0,11/03/25,35,2,6,8,1,1,1,1,2,5,10,0,3,1,3,11,22
Lev Feiman,#13,UC San Diego Tritons,Pacific Tigers,0,11/03/25,24,2,2,4,0,4,0,0,1,5,11,1,1,4,4,15,35
Dymonique Maxie,#10,UC San Diego Tritons,Pacific Tigers,0,11/03/25,40,1,0,1,4,6,0,4,3,2,11,0,3,6,8,10,27
Makayla Rose,#4,UC San Diego Tritons,Pacific Tigers,0,11/03/25,30,0,1,1,1,3,0,1,3,6,12,1,4,3,3,16,28
Sabrina Ma,#15,UC San Diego Tritons,Pacific Tigers,0,11/03/25,35,0,2,2,3,1,0,1,2,2,11,1,7,0,0,5,6
Niya Price,#24,UC San Diego Tritons,Pacific Tigers,0,11/03/25,3,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,-4
Michaela Fairwell,#2,UC San Diego Tritons,Pacific Tigers,0,11/03/25,15,0,2,2,1,1,1,1,3,1,4,0,2,2,3,4,9
Nicki Polocheck,#21,UC San Diego Tritons,Pacific Tigers,0,11/03/25,2,1,0,1,0,0,0,0,0,1,2,0,1,0,0,2,2
Junae Mahan,#25,UC San Diego Tritons,Pacific Tigers,0,11/03/25,14,0,0,0,0,0,0,1,2,1,4,1,2,0,0,3,-1
Gracie Gallegos,#22,UC San Diego Tritons,Pacific Tigers,0,11/03/25,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Winner Bartholomew,#25,Pacific Tigers,UC San Diego Tritons,1,11/03/25,27,2,7,9,1,2,0,1,4,3,8,0,0,0,2,6,21
Daria Nestorov,#21,Pacific Tigers,UC San Diego Tritons,1,11/03/25,28,0,6,6,3,0,0,4,1,5,7,4,6,1,2,15,27
Marina Radocaj,#9,Pacific Tigers,UC San Diego Tritons,1,11/03/25,32,1,9,10,2,1,1,6,4,3,3,0,0,0,0,6,21
Stella Szabo,#5,Pacific Tigers,UC San Diego Tritons,1,11/03/25,21,0,3,3,1,0,0,1,2,2,5,2,4,0,0,6,10
Sydney Ward,#10,Pacific Tigers,UC San Diego Tritons,1,11/03/25,27,2,4,6,3,0,2,3,3,4,9,2,5,3,4,13,26
Tyla Fautua,#32,Pacific Tigers,UC San Diego Tritons,1,11/03/25,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3
Luisa Anderegg,#11,Pacific Tigers,UC San Diego Tritons,1,11/03/25,9,0,1,1,0,0,0,2,0,1,2,1,2,0,0,3,1
Sophia Mindermann,#8,Pacific Tigers,UC San Diego Tritons,1,11/03/25,18,0,1,1,4,0,0,1,1,1,10,1,7,1,3,4,1
Liv Yergensen,#7,Pacific Tigers,UC San Diego Tritons,1,11/03/25,20,1,1,2,0,0,1,2,2,4,7,0,2,0,0,8,9
Hannah Burg,#3,Pacific Tigers,UC San Diego Tritons,1,11/03/25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Nyah Lowery,#15,Pacific Tigers,UC San Diego Tritons,1,11/03/25,15,0,0,0,1,0,1,2,4,3,3,2,2,0,0,8,16
Sophie Jimenez,#10,Bethesda University Flames,San Diego Toreros,0,11/03/25,40,0,2,2,1,0,0,2,2,3,9,1,1,2,5,9,5
Vanessa Moses,#25,Bethesda University Flames,San Diego Toreros,0,11/03/25,40,0,5,5,0,1,0,0,1,0,2,0,0,0,0,0,7
Shyann Morreo,#22,Bethesda University Flames,San Diego Toreros,0,11/03/25,40,0,1,1,1,0,0,3,1,3,19,3,14,2,2,11,-12
Mary Gonzales,#2,Bethesda University Flames,San Diego Toreros,0,11/03/25,14,0,0,0,0,0,0,1,0,0,6,0,1,0,0,0,-9
Serina Quezada,#7,Bethesda University Flames,San Diego Toreros,0,11/03/25,40,0,4,4,3,0,1,2,2,1,5,1,2,0,0,3,12
Helen Holley,#10,San Diego Toreros,Bethesda University Flames,1,11/03/25,7,3,1,4,0,0,1,0,1,0,3,0,0,0,0,0,5
Malia Tharpe,#11,San Diego Toreros,Bethesda University Flames,1,11/03/25,10,2,3,5,0,0,0,0,0,1,3,0,0,0,0,2,7
Olivia Owens,#24,San Diego Toreros,Bethesda University Flames,1,11/03/25,12,1,0,1,1,1,0,1,0,2,4,0,2,0,0,4,9
Kylie Ray,#6,San Diego Toreros,Bethesda University Flames,1,11/03/25,12,0,1,1,6,0,0,2,0,1,4,1,4,0,0,3,15
Hallie Rhodes,#20,San Diego Toreros,Bethesda University Flames,1,11/03/25,12,1,1,2,0,0,0,0,0,5,8,1,3,0,0,11,15
Eva Ruse,#15,San Diego Toreros,Bethesda University Flames,1,11/03/25,16,4,5,9,1,0,0,1,0,3,3,0,0,1,1,7,21
Dresha Moore,#1,San Diego Toreros,Bethesda University Flames,1,11/03/25,7,1,1,2,0,1,0,0,1,1,1,0,0,0,0,2,10
Ayla Williams,#22,San Diego Toreros,Bethesda University Flames,1,11/03/25,16,2,4,6,2,0,1,0,0,0,0,0,0,0,4,0,12
Erica Carr,#12,San Diego Toreros,Bethesda University Flames,1,11/03/25,24,2,2,4,2,0,1,1,0,3,5,0,1,2,2,8,20
Jessica Ajayi,#4,San Diego Toreros,Bethesda University Flames,1,11/03/25,20,1,4,5,6,2,1,1,2,3,7,1,5,1,2,8,36
Ysabella Von Seipler,#0,San Diego Toreros,Bethesda University Flames,1,11/03/25,19,2,4,6,3,1,0,0,1,5,11,2,5,0,0,12,30
Lilly Amor,#3,San Diego Toreros,Bethesda University Flames,1,11/03/25,22,1,1,2,2,0,1,0,1,5,13,3,10,0,0,13,18
Jayden Rhodes,#19,San Diego Toreros,Bethesda University Flames,1,11/03/25,23,5,3,8,1,1,0,1,0,9,13,4,5,0,0,22,44
MilaSarai Tau,#33,Stanislaus State Warriors,Santa Clara Broncos,0,11/03/25,24,1,5,6,3,1,0,4,4,5,11,0,0,1,4,11,18
Eryn Gardner,#23,Stanislaus State Warriors,Santa Clara Broncos,0,11/03/25,27,3,4,7,0,1,1,5,1,2,8,0,0,2,2,6,6
Amya Vangkham-Griffin,#21,Stanislaus State Warriors,Santa Clara Broncos,0,11/03/25,13,0,0,0,1,0,0,0,2,0,2,0,0,2,2,2,3
Alyssa Premo,#13,Stanislaus State Warriors,Santa Clara Broncos,0,11/03/25,18,2,4,6,1,0,0,0,4,3,8,0,0,1,1,7,14
Quinn Garrett,#2,Stanislaus State Warriors,Santa Clara Broncos,0,11/03/25,26,0,1,1,3,0,0,3,1,1,5,1,3,1,2,4,3
Cameron Gibson,#31,Stanislaus State Warriors,Santa Clara Broncos,0,11/03/25,24,3,6,9,1,0,3,3,3,2,5,0,0,0,0,4,18
Karissa Hukill,#25,Stanislaus State Warriors,Santa Clara Broncos,0,11/03/25,26,0,4,4,0,1,0,1,3,2,11,0,1,0,0,4,2
Lexi Derf,#5,Stanislaus State Warriors,Santa Clara Broncos,0,11/03/25,8,0,1,1,0,0,0,1,0,0,2,0,2,0,0,0,-5
Aaliyah Dias,#30,Stanislaus State Warriors,Santa Clara Broncos,0,11/03/25,21,1,1,2,0,0,0,0,4,5,10,1,4,3,3,14,14
Kalyn Harris,#4,Stanislaus State Warriors,Santa Clara Broncos,0,11/03/25,13,0,0,0,1,0,0,2,0,0,4,0,1,0,0,0,-6
Kylee Fox,#30,Santa Clara Broncos,Stanislaus State Warriors,1,11/03/25,23,2,5,7,4,2,0,0,0,7,12,4,5,0,0,18,51
Sophie Glancey,#12,Santa Clara Broncos,Stanislaus State Warriors,1,11/03/25,10,3,2,5,1,0,2,0,0,5,7,0,1,1,4,11,25
Aniya Hooker,#2,Santa Clara Broncos,Stanislaus State Warriors,1,11/03/25,23,0,2,2,5,1,1,0,2,1,4,0,2,2,2,4,25
Ashley Hawkins,#23,Santa Clara Broncos,Stanislaus State Warriors,1,11/03/25,22,1,7,8,6,2,0,1,2,5,11,4,9,2,2,16,47
Maia Jones,#9,Santa Clara Broncos,Stanislaus State Warriors,1,11/03/25,18,0,1,1,3,1,0,2,0,6,11,2,6,0,0,14,24
Tyler Gildersleeve-Stiles,#34,Santa Clara Broncos,Stanislaus State Warriors,1,11/03/25,25,5,6,11,4,1,2,2,2,4,10,0,1,2,3,10,36
Lauren Grover,#10,Santa Clara Broncos,Stanislaus State Warriors,1,11/03/25,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Alana Goodchild,#11,Santa Clara Broncos,Stanislaus State Warriors,1,11/03/25,13,3,2,5,0,0,0,0,3,2,6,0,3,4,6,8,7
Delainey Miller,#20,Santa Clara Broncos,Stanislaus State Warriors,1,11/03/25,25,6,5,11,5,1,2,3,3,2,7,0,2,4,9,8,29
Sienna Grieger,#6,Santa Clara Broncos,Stanislaus State Warriors,1,11/03/25,16,1,2,3,1,0,0,0,1,3,7,2,5,0,0,8,13
Kate Schat,#3,Santa Clara Broncos,Stanislaus State Warriors,1,11/03/25,22,2,2,4,2,1,1,3,3,3,10,3,9,2,4,11,14
Edie Clarke,#7,Saint Mary's Gaels,Wyoming Cowgirls,1,11/04/25,25,0,1,1,2,2,1,5,2,1,5,0,1,2,2,4,9
Abigail Shoff,#5,Saint Mary's Gaels,Wyoming Cowgirls,1,11/04/25,24,1,2,3,2,0,0,0,4,4,7,0,0,0,1,8,18
Georgia Grigoropoulou,#10,Saint Mary's Gaels,Wyoming Cowgirls,1,11/04/25,7,1,1,2,0,0,0,0,0,2,5,0,0,0,2,4,4
Emily Foy,#8,Saint Mary's Gaels,Wyoming Cowgirls,1,11/04/25,12,0,2,2,0,0,0,1,2,0,0,0,0,0,0,0,1
Malia Latu,#13,Saint Mary's Gaels,Wyoming Cowgirls,1,11/04/25,14,0,0,0,1,0,0,2,2,1,3,0,0,0,0,2,1
Melesungu Afeaki,#22,Saint Mary's Gaels,Wyoming Cowgirls,1,11/04/25,11,0,1,1,1,0,0,2,2,1,3,0,0,0,0,2,2
Addi Wedin,#23,Saint Mary's Gaels,Wyoming Cowgirls,1,11/04/25,26,0,3,3,0,3,1,1,3,3,4,2,2,5,6,13,33
Mauriana Hashemian-Orr,#3,Saint Mary's Gaels,Wyoming Cowgirls,1,11/04/25,27,1,3,4,1,2,0,3,4,4,5,0,0,4,4,12,25
Amy Kurkowski,#2,Saint Mary's Gaels,Wyoming Cowgirls,1,11/04/25,5,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,4
Jada Hunter,#0,Saint Mary's Gaels,Wyoming Cowgirls,1,11/04/25,24,0,5,5,0,2,0,1,2,2,4,0,0,5,6,9,20
Charlece Ohiaeri,#4,Saint Mary's Gaels,Wyoming Cowgirls,1,11/04/25,25,0,2,2,0,3,1,1,0,1,4,0,2,0,0,2,14
Logann Alvar,#1,Wyoming Cowgirls,Saint Mary's Gaels,0,11/04/25,19,1,1,2,2,1,0,0,1,1,2,0,0,5,6,7,18
Madi Symons,#11,Wyoming Cowgirls,Saint Mary's Gaels,0,11/04/25,19,0,2,2,0,0,0,3,1,1,2,0,1,0,0,2,-3
Lana Beslic,#10,Wyoming Cowgirls,Saint Mary's Gaels,0,11/04/25,23,1,1,2,0,2,1,1,3,0,3,0,1,0,0,0,7
Henna Sandvik,#26,Wyoming Cowgirls,Saint Mary's Gaels,0,11/04/25,36,3,3,6,2,2,0,2,3,1,8,0,4,6,6,8,14
Malene Pedersen,#12,Wyoming Cowgirls,Saint Mary's Gaels,0,11/04/25,34,3,2,5,2,1,0,2,3,5,12,2,4,2,2,14,23
Peyton Wohlford,#22,Wyoming Cowgirls,Saint Mary's Gaels,0,11/04/25,14,0,3,3,0,0,0,2,0,0,3,0,3,0,0,0,-7
Jane Rumpf,#2,Wyoming Cowgirls,Saint Mary's Gaels,0,11/04/25,6,0,1,1,2,0,0,2,3,0,0,0,0,0,0,0,3
Heidur Karlsdottir,#15,Wyoming Cowgirls,Saint Mary's Gaels,0,11/04/25,20,1,2,3,0,0,0,1,1,2,5,0,0,1,2,5,4
Aurore Eyango,#6,Wyoming Cowgirls,Saint Mary's Gaels,0,11/04/25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mikyn Hamlin,#25,Wyoming Cowgirls,Saint Mary's Gaels,0,11/04/25,7,0,0,0,0,0,0,1,1,1,1,0,0,0,2,2,-1
Payton Muma,#3,Wyoming Cowgirls,Saint Mary's Gaels,0,11/04/25,22,0,3,3,1,1,0,3,2,4,8,1,4,0,1,9,10
Emma Floyd,#30,Willamette Bearcats,Portland Pilots,0,11/04/25,19,1,1,2,1,1,0,4,2,4,11,3,7,0,0,11,8
Daisy Boling-Schmidt,#14,Willamette Bearcats,Portland Pilots,0,11/04/25,19,1,2,3,1,0,0,1,1,3,6,0,0,0,0,6,10
Riley Walden,#12,Willamette Bearcats,Portland Pilots,0,11/04/25,34,1,1,2,0,2,2,4,2,7,12,3,7,0,0,17,26
Kaitlin Imai,#11,Willamette Bearcats,Portland Pilots,0,11/04/25,27,1,3,4,3,3,0,7,0,2,10,0,2,0,0,4,7
Peyton Gardner,#10,Willamette Bearcats,Portland Pilots,0,11/04/25,25,0,2,2,2,1,0,6,0,0,3,0,1,0,2,0,-6
Jordyn Reed,#23,Willamette Bearcats,Portland Pilots,0,11/04/25,7,0,1,1,0,0,0,0,0,0,2,0,0,2,2,2,1
Syd Shoemaker,#5,Willamette Bearcats,Portland Pilots,0,11/04/25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Addie Hiler,#22,Willamette Bearcats,Portland Pilots,0,11/04/25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mattie Thompson,#24,Willamette Bearcats,Portland Pilots,0,11/04/25,6,3,0,3,0,0,0,1,0,0,3,0,0,0,0,0,-2
Leia Mata,#33,Willamette Bearcats,Portland Pilots,0,11/04/25,7,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,-2
Aasia Williams,#20,Willamette Bearcats,Portland Pilots,0,11/04/25,11,0,2,2,1,0,0,0,1,0,3,0,2,0,0,0,0
Alexis Dockter,#4,Willamette Bearcats,Portland Pilots,0,11/04/25,11,0,0,0,2,0,0,1,2,0,0,0,0,0,0,0,4
Karsyn Ripplinger,#3,Willamette Bearcats,Portland Pilots,0,11/04/25,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-2
Gabbie Wilson,#1,Willamette Bearcats,Portland Pilots,0,11/04/25,18,0,0,0,2,0,0,1,1,1,4,1,3,0,0,3,4
Jaydin Lutu,#2,Willamette Bearcats,Portland Pilots,0,11/04/25,5,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,-1
Lainey Spear,#20,Portland Pilots,Willamette Bearcats,1,11/04/25,14,3,3,6,3,2,0,0,3,4,5,0,0,1,2,9,35
Julia Dalan,#44,Portland Pilots,Willamette Bearcats,1,11/04/25,15,1,2,3,1,0,2,2,0,4,7,0,0,0,0,8,18
Rhyan Mogel,#22,Portland Pilots,Willamette Bearcats,1,11/04/25,13,0,0,0,3,2,0,0,1,4,4,0,0,0,0,8,30
Dyani Ananiev,#2,Portland Pilots,Willamette Bearcats,1,11/04/25,16,1,1,2,3,3,1,1,0,4,6,2,4,0,0,10,37
Florence Dallow,#3,Portland Pilots,Willamette Bearcats,1,11/04/25,12,1,2,3,1,0,0,0,1,5,9,1,2,0,0,11,19
Ella Zimmerman,#42,Portland Pilots,Willamette Bearcats,1,11/04/25,16,0,3,3,1,0,1,1,0,4,4,0,0,0,0,8,20
Jada Kennedy,#9,Portland Pilots,Willamette Bearcats,1,11/04/25,14,2,2,4,1,0,0,0,0,3,4,0,0,0,0,6,16
Aubrey Herrin,#5,Portland Pilots,Willamette Bearcats,1,11/04/25,18,1,3,4,1,0,2,2,2,3,4,0,0,0,0,6,18
Brynn Smith,#12,Portland Pilots,Willamette Bearcats,1,11/04/25,20,0,1,1,2,4,0,3,0,6,9,0,1,0,0,12,32
Caitlin Monahan,#14,Portland Pilots,Willamette Bearcats,1,11/04/25,14,2,1,3,2,0,1,2,1,0,3,0,1,0,0,0,5
Tiffany Barbosa,#7,Portland Pilots,Willamette Bearcats,1,11/04/25,19,0,1,1,1,3,0,0,1,2,4,0,2,2,2,6,21
Natalie Fraley,#10,Portland Pilots,Willamette Bearcats,1,11/04/25,19,0,3,3,4,2,1,4,1,3,5,1,3,2,2,9,28
Nicole Anderson,#17,Portland Pilots,Willamette Bearcats,1,11/04/25,10,0,0,0,0,0,0,0,0,1,3,0,1,0,0,2,1
Shorna Preston,#12,Pepperdine Waves,Cal State Fullerton Titans,1,11/04/25,15,0,8,8,2,1,0,3,3,2,2,0,0,0,0,4,19
Irune Orio,#31,Pepperdine Waves,Cal State Fullerton Titans,1,11/04/25,18,0,2,2,5,0,1,2,2,1,1,1,1,3,4,6,24
Ellison Guiney,#2,Pepperdine Waves,Cal State Fullerton Titans,1,11/04/25,28,1,3,4,3,2,0,3,1,4,8,2,6,4,6,14,26
Taija Sta. Maria,#1,Pepperdine Waves,Cal State Fullerton Titans,1,11/04/25,34,0,2,2,7,1,0,5,3,1,4,1,1,3,4,6,22
Meghan Fiso,#13,Pepperdine Waves,Cal State Fullerton Titans,1,11/04/25,23,0,4,4,2,1,2,4,1,6,9,0,2,1,1,13,27
Zoe Shanahan,#44,Pepperdine Waves,Cal State Fullerton Titans,1,11/04/25,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1
Seleh Harmon,#30,Pepperdine Waves,Cal State Fullerton Titans,1,11/04/25,23,0,0,0,2,2,1,2,0,5,7,5,7,0,0,15,35
Quinn VanSickle,#11,Pepperdine Waves,Cal State Fullerton Titans,1,11/04/25,6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,-1
Ilinca Belegante,#10,Pepperdine Waves,Cal State Fullerton Titans,1,11/04/25,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1
Lina Falk,#22,Pepperdine Waves,Cal State Fullerton Titans,1,11/04/25,11,1,3,4,0,1,1,1,2,3,5,0,2,0,0,6,15
Bella Green,#3,Pepperdine Waves,Cal State Fullerton Titans,1,11/04/25,16,1,5,6,1,1,0,5,3,0,1,0,0,3,4,3,5
Ivory Finley,#0,Pepperdine Waves,Cal State Fullerton Titans,1,11/04/25,23,3,2,5,2,2,0,2,3,7,10,3,6,0,2,17,35
Cristina Jones,#55,Cal State Fullerton Titans,Pepperdine Waves,0,11/04/25,12,1,0,1,1,3,0,4,4,0,6,0,0,1,4,1,0
Nicole Steiner,#0,Cal State Fullerton Titans,Pepperdine Waves,0,11/04/25,27,8,3,11,3,4,0,2,3,4,8,0,0,9,13,17,45
Jana Falsdottir,#4,Cal State Fullerton Titans,Pepperdine Waves,0,11/04/25,23,0,1,1,1,2,0,1,2,4,7,2,4,0,0,10,21
Maddy Tauro,#3,Cal State Fullerton Titans,Pepperdine Waves,0,11/04/25,18,0,2,2,2,2,0,1,3,2,11,0,1,0,0,4,10
Kya Pearson,#33,Cal State Fullerton Titans,Pepperdine Waves,0,11/04/25,21,0,1,1,3,6,0,6,4,1,5,0,2,0,0,2,19
Lilliana Petersen,#13,Cal State Fullerton Titans,Pepperdine Waves,0,11/04/25,11,0,0,0,1,0,0,0,0,2,4,2,2,0,0,6,11
Talia Maxwell,#23,Cal State Fullerton Titans,Pepperdine Waves,0,11/04/25,7,0,1,1,1,0,0,0,0,1,1,0,0,0,0,2,7
Dylan Swindle,#10,Cal State Fullerton Titans,Pepperdine Waves,0,11/04/25,15,1,0,1,1,1,0,1,3,1,5,0,4,2,2,4,3
Maxine Sutisna,#5,Cal State Fullerton Titans,Pepperdine Waves,0,11/04/25,24,2,3,5,0,1,0,1,2,6,12,3,5,0,0,15,23
Mimi Moon,#1,Cal State Fullerton Titans,Pepperdine Waves,0,11/04/25,16,1,2,3,1,0,0,0,0,2,7,0,3,2,2,6,6
Madelynn Muniz,#22,Cal State Fullerton Titans,Pepperdine Waves,0,11/04/25,26,1,0,1,1,1,0,2,3,1,7,1,5,0,0,3,-1
