#,Full Name,FullTeamName,Pos.,Ht.,Year,Hometown,userteam,FantasyPts_sum,FantasyPts_mean,rank_pos,rank_global,GP,MIN_mean,PTS_mean,REB_mean,AST_mean,STL_mean,BLK_mean,3PM_mean,3PA_mean,FTM_mean,TO_mean,FGM_mean,FGA_mean,OREB_sum,OREB_mean,DREB_sum,DREB_mean,MIN_sum,PTS_sum,REB_sum,AST_sum,STL_sum,BLK_sum,TO_sum,FGM_sum,FGA_sum,3PM_sum,3PA_sum,FTM_sum,FTA_sum,FTA_mean,Previous School,clean_name,ImageURL
3,Ella Brubaker,Seattle U Redhawks,G,6-0,Graduate Student,"University Place, WA",UserTeam1,45.0,11.25,41.0,60.0,4.0,21.5,11.5,4.5,0.75,0.5,0.25,1.0,3.25,2.5,3.25,4.0,10.0,5.0,1.25,13.0,3.25,86.0,46.0,18.0,3.0,2.0,1.0,13.0,16.0,40.0,4.0,13.0,10.0,11.0,2.75,The Master's / Pepperdine,ella brubaker,https://goseattleu.com/imgproxy/8wjRPnIdRZZIbDOXp3TME-SUmsnEUYX3bvwlw-7XL-4/rs:fit:1980:0:0/g:ce/q:90/aHR0cHM6Ly9zdG9yYWdlLmdvb2dsZWFwaXMuY29tL2dvc2VhdHRsZXUtY29tLXByb2QvMjAyNS8xMC8wOS9NUEZSb0RjVmpqaFFvcktheXN5YnBnY2cwQmNOSGRjR1RyWGk2MXFVLnBuZw.png
4,Fia Proctor,Seattle U Redhawks,F,6-2,Sophomore,"Bothell, WA",FreeAgent,17.0,4.25,29.5,105.5,4.0,11.5,2.75,1.0,0.5,0.0,0.0,0.25,0.5,1.0,0.5,0.75,1.75,1.0,0.25,3.0,0.75,46.0,11.0,4.0,2.0,0.0,0.0,2.0,3.0,7.0,1.0,2.0,4.0,4.0,1.0,Wyoming,fia proctor,https://goseattleu.com/imgproxy/lT84Eiib8dxXLjZTLzwcEEjJ57UGhnWaudg-BO-H7HA/rs:fit:1980:0:0/g:ce/q:90/aHR0cHM6Ly9zdG9yYWdlLmdvb2dsZWFwaXMuY29tL2dvc2VhdHRsZXUtY29tLXByb2QvMjAyNS8xMC8wOS9MNzlmZG5sVG5ROXRNQzVnR3dCUnJkV09lakFQcDVIRGFDYWZKaWxXLnBuZw.png
5,Dylan Mogel,Seattle U Redhawks,G,5-9,Freshman,"Clackamas, OR",UserTeam3,60.0,15.0,24.0,37.0,4.0,26.5,2.75,1.25,3.0,1.25,0.0,0.0,0.0,0.25,1.5,1.25,2.5,1.0,0.25,4.0,1.0,106.0,11.0,5.0,12.0,5.0,0.0,6.0,5.0,10.0,0.0,0.0,1.0,2.0,0.5,,dylan mogel,https://goseattleu.com/imgproxy/GjzClbkFb4-W9mtTVxl3VaZ_1ZrH0WCOQzp4uRrZF3I/rs:fit:1980:0:0/g:ce/q:90/aHR0cHM6Ly9zdG9yYWdlLmdvb2dsZWFwaXMuY29tL2dvc2VhdHRsZXUtY29tLXByb2QvMjAyNS8xMC8wOS9TUWt3dnhLbXM5VHFUeGVCY2dCenlwc0ZnMmdkbWdiY3JVQTZzN2xxLnBuZw.png
6,Andjela Bigovic,Seattle U Redhawks,F,6-5,Graduate Student,"Herceg Novi, Montenegro",UserTeam6,22.0,11.0,26.0,96.0,2.0,16.5,7.0,4.5,0.5,0.0,0.5,0.0,1.0,0.0,0.5,3.5,9.0,2.0,1.0,7.0,3.5,33.0,14.0,9.0,1.0,0.0,1.0,1.0,7.0,18.0,0.0,2.0,0.0,0.0,0.0,Cochise College / Tarleton State,andjela bigovic,https://goseattleu.com/imgproxy/ds2UsutAxUfSsMMBunNd2IIBY9_GXOiNYonQM8yQQzA/rs:fit:1980:0:0/g:ce/q:90/aHR0cHM6Ly9zdG9yYWdlLmdvb2dsZWFwaXMuY29tL2dvc2VhdHRsZXUtY29tLXByb2QvMjAyNS8xMC8wOS9EbzRuSnI2WWtHcW1uOGx1Y2xaY1RrV004Y0pzN0EySldpczdPbUYxLnBuZw.png
7,Lucija Milkovic,Seattle U Redhawks,C,6-6,Junior,"Sibenik, Croatia",FreeAgent,31.0,7.75,3.0,81.0,4.0,14.25,5.25,4.25,0.0,0.0,0.5,0.0,0.0,0.25,1.75,2.5,4.75,5.0,1.25,12.0,3.0,57.0,21.0,17.0,0.0,0.0,2.0,7.0,10.0,19.0,0.0,0.0,1.0,2.0,0.5,Missouri,lucija milkovic,https://goseattleu.com/imgproxy/Y2iEJjG--ZJ35FBiK4Lfio9DERkR5zXEcJ3JCMnnyuc/rs:fit:1980:0:0/g:ce/q:90/aHR0cHM6Ly9zdG9yYWdlLmdvb2dsZWFwaXMuY29tL2dvc2VhdHRsZXUtY29tLXByb2QvMjAyNS8xMC8wOS9tZktnSEdkYmZETFdsa0FyeG8xbnpleDd1MWUzd0dtZjlwclpUUTdiLnBuZw.png
8,Chloe Emanga,Seattle U Redhawks,G,5-9,Freshman,"Marbach Am Neckar, Germany",FreeAgent,29.0,7.25,56.5,85.5,4.0,19.25,5.5,3.25,0.0,1.0,0.0,0.25,1.0,0.75,1.5,2.25,6.25,3.0,0.75,10.0,2.5,77.0,22.0,13.0,0.0,4.0,0.0,6.0,9.0,25.0,1.0,4.0,3.0,5.0,1.25,BasCats USC Heidelberg,chloe emanga,https://goseattleu.com/imgproxy/CfoRoMa7CQBDPXJA4SEv1d8OKSy4StWqGvLxTi4JMhE/rs:fit:1980:0:0/g:ce/q:90/aHR0cHM6Ly9zdG9yYWdlLmdvb2dsZWFwaXMuY29tL2dvc2VhdHRsZXUtY29tLXByb2QvMjAyNS8xMC8wOS82UEdENGZvZk16NVFVNFA5c01DWVBOQjhaWFo5T1NPRzc4SVVpa0dvLnBuZw.png
9,Jana Vesic,Seattle U Redhawks,G,5-7,Freshman,"Belgrade, Serbia",FreeAgent,54.0,13.5,30.5,45.0,4.0,26.5,11.75,1.0,3.5,0.0,0.0,0.75,3.25,2.5,2.75,4.25,9.5,1.0,0.25,3.0,0.75,106.0,47.0,4.0,14.0,0.0,0.0,11.0,17.0,38.0,3.0,13.0,10.0,17.0,4.25,,jana vesic,https://goseattleu.com/imgproxy/TRnpsePGP3bf6OKdSgsSEGk-j81iVKC0DE6AWhSOSU0/rs:fit:1980:0:0/g:ce/q:90/aHR0cHM6Ly9zdG9yYWdlLmdvb2dsZWFwaXMuY29tL2dvc2VhdHRsZXUtY29tLXByb2QvMjAyNS8xMC8wOS9VR2ZLc3FydXkyV0Z1MkZiTkk0Q0pySkhld3cyM1VEZVhHMWs3ZVMxLnBuZw.png
14,Tamia Stricklin,Seattle U Redhawks,F,6-0,R-Sr.,"Renton, WA",FreeAgent,54.0,13.5,14.0,45.0,4.0,22.25,8.0,7.0,0.75,0.75,0.5,0.5,2.0,1.0,2.75,3.25,7.75,8.0,2.0,20.0,5.0,89.0,32.0,28.0,3.0,3.0,2.0,11.0,13.0,31.0,2.0,8.0,4.0,7.0,1.75,Fresno State,tamia stricklin,https://goseattleu.com/imgproxy/hqdnYu8VbJjGaIhA0nssmoz8bxDh7cCPZKb3zncEwM4/rs:fit:1980:0:0/g:ce/q:90/aHR0cHM6Ly9zdG9yYWdlLmdvb2dsZWFwaXMuY29tL2dvc2VhdHRsZXUtY29tLXByb2QvMjAyNS8xMC8wOS9qT3o1QmpZSnVodGU0TnVub0dXUDAwQ3dFellYalM3UEZWbnpsSmR5LnBuZw.png
21,Aaliyah Ibarra,Seattle U Redhawks,G,5-8,Senior,"Las Vegas, NV",FreeAgent,11.0,2.75,71.0,113.0,4.0,15.5,1.0,0.75,0.25,1.0,0.0,0.0,1.25,0.5,0.25,0.25,2.25,0.0,0.0,3.0,0.75,62.0,4.0,3.0,1.0,4.0,0.0,1.0,1.0,9.0,0.0,5.0,2.0,4.0,1.0,Utah Tech,aaliyah ibarra,https://goseattleu.com/imgproxy/_TvXo-Wd26emOYoDBaIWFf6n66GR8yidVSZMwYhfao4/rs:fit:1980:0:0/g:ce/q:90/aHR0cHM6Ly9zdG9yYWdlLmdvb2dsZWFwaXMuY29tL2dvc2VhdHRsZXUtY29tLXByb2QvMjAyNS8xMC8wOS91UE5TTnZHY2JrQ1J6WWlkTXVwZE9Ta1J3Q1pnWUkxeE9nN1RSa2VCLnBuZw.png
22,Lucy Larson,Seattle U Redhawks,G,5-10,Sophomore,"Seattle, WA",UserTeam3,9.0,2.25,73.0,117.0,4.0,12.0,1.5,0.5,0.5,1.0,0.0,0.25,1.75,0.25,1.25,0.5,2.25,0.0,0.0,2.0,0.5,48.0,6.0,2.0,2.0,4.0,0.0,5.0,2.0,9.0,1.0,7.0,1.0,3.0,0.75,,lucy larson,https://goseattleu.com/imgproxy/dR1mTc9WB43roTFVu20B6gcm0knq8UA90sb7kmGCh0Y/rs:fit:1980:0:0/g:ce/q:90/aHR0cHM6Ly9zdG9yYWdlLmdvb2dsZWFwaXMuY29tL2dvc2VhdHRsZXUtY29tLXByb2QvMjAyNS8xMC8wOS8zWXVFQnJjUkFCSzJ6VVB2ejhTQnFFdHY0M0o4clh1WVAyUnRqSlZ3LnBuZw.png
24,Sydnie Rodriguez,Seattle U Redhawks,G,6-0,Sophomore,"Boise, ID",FreeAgent,11.0,2.75,71.0,113.0,4.0,22.5,4.25,4.0,0.25,1.0,0.25,0.5,4.25,1.75,2.0,1.0,6.0,5.0,1.25,11.0,2.75,90.0,17.0,16.0,1.0,4.0,1.0,8.0,4.0,24.0,2.0,17.0,7.0,7.0,1.75,Owhyee HS,sydnie rodriguez,https://goseattleu.com/imgproxy/coiLDNnfD4ptGSHU6KNsQGAz0cK2mGzljSZiA1gw3wc/rs:fit:1980:0:0/g:ce/q:90/aHR0cHM6Ly9zdG9yYWdlLmdvb2dsZWFwaXMuY29tL2dvc2VhdHRsZXUtY29tLXByb2QvMjAyNS8xMC8wOS85RENVaGt6T2NWaUlaMWMySEJLck1YeTM4a1Q4aWN3RnhJRHBzQzlzLnBuZw.png
0,Tiara Bolden,Oregon State Beavers,G,5-11,Gr.,"Eugene, OR",UserTeam5,112.0,37.33,2.0,5.0,3.0,32.33,20.33,6.33,1.33,3.0,0.0,2.33,5.33,3.33,3.33,7.33,13.0,4.0,1.33,15.0,5.0,97.0,61.0,19.0,4.0,9.0,0.0,10.0,22.0,39.0,7.0,16.0,10.0,12.0,4.0,,tiara bolden,https://images.sidearmdev.com/crop?url=https%3A%2F%2Fdxbhsrqyrr690.cloudfront.net%2Fsidearm.nextgen.sites%2Foregonstate.sidearmsports.com%2Fimages%2F2024%2F10%2F2%2FWBB_Headshot-9.jpg&width=603&height=803&gravity=north&type=webp
1,Kennedie Shuler,Oregon State Beavers,G,5-10,Jr.,"Gresham, OR",UserTeam1,83.0,27.67,9.0,14.0,3.0,31.0,7.67,3.67,6.0,0.67,1.67,0.0,1.33,1.0,2.67,3.33,6.67,0.0,0.0,11.0,3.67,93.0,23.0,11.0,18.0,2.0,5.0,8.0,10.0,20.0,0.0,4.0,3.0,14.0,4.67,,kennedie shuler,https://images.sidearmdev.com/crop?url=https%3A%2F%2Fdxbhsrqyrr690.cloudfront.net%2Fsidearm.nextgen.sites%2Foregonstate.sidearmsports.com%2Fimages%2F2024%2F10%2F2%2FWBB_Headshot-2.jpg&width=603&height=803&gravity=north&type=webp
2,Katelyn Field,Oregon State Beavers,G,5-11,Fr.,"Melbourne, Australia",FreeAgent,8.0,8.0,74.5,118.5,1.0,7.0,5.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,7.0,5.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,1.0,2.0,0.0,0.0,0.0,,katelyn field,https://images.sidearmdev.com/crop?url=https%3A%2F%2Fdxbhsrqyrr690.cloudfront.net%2Fsidearm.nextgen.sites%2Foregonstate.sidearmsports.com%2Fimages%2F2025%2F5%2F12%2FKF_Headshot.jpg&width=603&height=803&gravity=north&type=webp
3,Jenna Villa,Oregon State Beavers,G,6-1,Jr.,"Arlington, WA",UserTeam2,38.0,12.67,46.0,69.5,3.0,25.67,3.67,3.33,2.33,0.0,1.0,0.33,2.33,1.33,0.67,1.0,4.33,2.0,0.67,8.0,2.67,77.0,11.0,10.0,7.0,0.0,3.0,2.0,3.0,13.0,1.0,7.0,4.0,4.0,1.33,,jenna villa,https://images.sidearmdev.com/crop?url=https%3A%2F%2Fdxbhsrqyrr690.cloudfront.net%2Fsidearm.nextgen.sites%2Foregonstate.sidearmsports.com%2Fimages%2F2025%2F5%2F12%2F25WBB_Recruit_Jenna_Villa_0009.jpg&width=603&height=803&gravity=north&type=webp
4,Ally Schimel,Oregon State Beavers,G,5-10,So.,"Corbett, OR",UserTeam1,27.0,9.0,58.5,89.5,3.0,24.33,7.67,1.33,0.67,0.67,0.0,2.33,4.67,0.0,2.0,2.67,7.0,0.0,0.0,4.0,1.33,73.0,23.0,4.0,2.0,2.0,0.0,6.0,8.0,21.0,7.0,14.0,0.0,0.0,0.0,,ally schimel,https://images.sidearmdev.com/crop?url=https%3A%2F%2Fdxbhsrqyrr690.cloudfront.net%2Fsidearm.nextgen.sites%2Foregonstate.sidearmsports.com%2Fimages%2F2024%2F10%2F2%2FWBB_Headshot-6.jpg&width=603&height=803&gravity=north&type=webp
7,Lucia Navarro,Oregon State Beavers,G,6-0,Jr.,"Valencia, Spain",UserTeam3,0.0,0.0,87.5,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,lucia navarro,https://images.sidearmdev.com/crop?url=https%3A%2F%2Fdxbhsrqyrr690.cloudfront.net%2Fsidearm.nextgen.sites%2Foregonstate.sidearmsports.com%2Fimages%2F2024%2F10%2F2%2FWBB_Headshot-12.jpg&width=603&height=803&gravity=north&type=webp
10,Susana Yepes,Oregon State Beavers,F,6-0,R-Sr.,"Medellin, Colombia",UserTeam4,17.0,8.5,29.5,105.5,2.0,11.5,0.0,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,23.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,susana yepes,https://images.sidearmdev.com/crop?url=https%3A%2F%2Fdxbhsrqyrr690.cloudfront.net%2Fsidearm.nextgen.sites%2Foregonstate.sidearmsports.com%2Fimages%2F2024%2F10%2F2%2FWBB_Headshot-11.jpg&width=603&height=803&gravity=north&type=webp
12,Mackenzie Shivers,Oregon State Beavers,G,5-6,R-Jr.,"Mesa, AZ",FreeAgent,1.0,1.0,79.0,130.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,mackenzie shivers,https://images.sidearmdev.com/crop?url=https%3A%2F%2Fdxbhsrqyrr690.cloudfront.net%2Fsidearm.nextgen.sites%2Foregonstate.sidearmsports.com%2Fimages%2F2024%2F10%2F2%2FWBB_Headshot-8.jpg&width=603&height=803&gravity=north&type=webp
15,Lizzy Williamson,Oregon State Beavers,F,6-5,Gr.,"Adelaide, Australia",UserTeam5,68.0,22.67,7.0,23.0,3.0,17.0,8.0,5.67,0.33,1.0,0.67,0.0,0.0,0.67,0.33,3.67,5.67,8.0,2.67,9.0,3.0,51.0,24.0,17.0,1.0,3.0,2.0,1.0,11.0,17.0,0.0,0.0,2.0,2.0,0.67,,lizzy williamson,https://images.sidearmdev.com/crop?url=https%3A%2F%2Fdxbhsrqyrr690.cloudfront.net%2Fsidearm.nextgen.sites%2Foregonstate.sidearmsports.com%2Fimages%2F2025%2F5%2F16%2F25WBB_Recruit_Lizzy_Williamson_0037.jpg&width=603&height=803&gravity=north&type=webp
16,Elisa Mehyar,Oregon State Beavers,F,6-5,So.,"Copenhagen, Denmark",FreeAgent,7.0,7.0,35.0,121.0,1.0,8.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,8.0,4.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,,elisa mehyar,https://images.sidearmdev.com/crop?url=https%3A%2F%2Fdxbhsrqyrr690.cloudfront.net%2Fsidearm.nextgen.sites%2Foregonstate.sidearmsports.com%2Fimages%2F2024%2F10%2F2%2FWBB_Headshot-10.jpg&width=603&height=803&gravity=north&type=webp
22,Lara Alonso-Basurto,Oregon State Beavers,F,6-3,Fr.,"Madrid, Spain",FreeAgent,60.0,20.0,12.5,37.0,3.0,27.0,11.33,8.33,0.67,0.33,1.33,0.33,2.33,3.0,2.33,4.0,8.67,11.0,3.67,14.0,4.67,81.0,34.0,25.0,2.0,1.0,4.0,7.0,12.0,26.0,1.0,7.0,9.0,12.0,4.0,,lara alonso-basurto,https://images.sidearmdev.com/crop?url=https%3A%2F%2Fdxbhsrqyrr690.cloudfront.net%2Fsidearm.nextgen.sites%2Foregonstate.sidearmsports.com%2Fimages%2F2024%2F10%2F2%2FWBB_Headshot-10.jpg&width=603&height=803&gravity=north&type=webp
25,Keira Lindemans,Oregon State Beavers,G,6-0,Fr.,"Melbourne, Australia",FreeAgent,12.0,6.0,69.0,110.0,2.0,7.5,2.5,2.0,0.5,1.0,0.0,0.0,1.0,0.5,1.5,1.0,3.0,1.0,0.5,3.0,1.5,15.0,5.0,4.0,1.0,2.0,0.0,3.0,2.0,6.0,0.0,2.0,1.0,1.0,0.5,,keira lindemans,https://images.sidearmdev.com/crop?url=https%3A%2F%2Fdxbhsrqyrr690.cloudfront.net%2Fsidearm.nextgen.sites%2Foregonstate.sidearmsports.com%2Fimages%2F2025%2F5%2F12%2FKL_Headshot.jpg&width=603&height=803&gravity=north&type=webp
30,Catarina Ferreira,Oregon State Beavers,G,6-0,Gr.,"Sao Paulo, Brazil",FreeAgent,0.0,0.0,87.5,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,catarina ferreira,https://images.sidearmdev.com/crop?url=https%3A%2F%2Fdxbhsrqyrr690.cloudfront.net%2Fsidearm.nextgen.sites%2Foregonstate.sidearmsports.com%2Fimages%2F2024%2F10%2F2%2FWBB_Headshot-7.jpg&width=603&height=803&gravity=north&type=webp
31,Cloe Vecina,Oregon State Beavers,G,5-8,So.,"Vigo, Spain",FreeAgent,33.0,11.0,52.0,78.0,3.0,8.67,3.67,0.33,0.67,1.0,0.33,0.33,0.33,0.0,1.0,1.67,2.33,1.0,0.33,0.0,0.0,26.0,11.0,1.0,2.0,3.0,1.0,3.0,5.0,7.0,1.0,1.0,0.0,1.0,0.33,,cloe vecina,https://images.sidearmdev.com/crop?url=https%3A%2F%2Fdxbhsrqyrr690.cloudfront.net%2Fsidearm.nextgen.sites%2Foregonstate.sidearmsports.com%2Fimages%2F2024%2F10%2F2%2FWBB_Headshot-5.jpg&width=603&height=803&gravity=north&type=webp
32,Néné Sow,Oregon State Beavers,C,6-8,R-Sr.,"Brussels, Belgium",FreeAgent,49.0,16.33,1.0,54.5,3.0,15.67,3.0,5.67,0.0,0.67,1.67,0.0,0.0,0.33,0.33,1.33,2.67,4.0,1.33,13.0,4.33,47.0,9.0,17.0,0.0,2.0,5.0,1.0,4.0,8.0,0.0,0.0,1.0,2.0,0.67,,nene sow,https://images.sidearmdev.com/crop?url=https%3A%2F%2Fdxbhsrqyrr690.cloudfront.net%2Fsidearm.nextgen.sites%2Foregonstate.sidearmsports.com%2Fimages%2F2025%2F5%2F12%2F25WBB_Recruit_Ne_ne__Sow_0060.jpg&width=603&height=803&gravity=north&type=webp
0,Ivory Finley,Pepperdine Waves,G,5-10,Gr.,"Minneapolis, MN",FreeAgent,55.0,18.33,28.5,42.5,3.0,20.67,10.0,2.0,2.33,1.0,0.0,1.67,3.67,0.33,2.67,4.0,6.67,4.0,1.33,2.0,0.67,62.0,30.0,6.0,7.0,3.0,0.0,8.0,12.0,20.0,5.0,11.0,1.0,4.0,1.33,Utah State,ivory finley,https://daitadul56i2n.cloudfront.net/images/2025/9/26/0_ivory.jpg?width=80&quality=90
1,Taija Sta. Maria,Pepperdine Waves,G,5-6,Jr.,"Toronto, Ontario, Canada",UserTeam3,61.0,20.33,23.0,34.5,3.0,31.33,4.0,1.67,5.0,2.0,0.0,0.33,0.67,1.0,3.33,1.33,3.33,0.0,0.0,5.0,1.67,94.0,12.0,5.0,15.0,6.0,0.0,10.0,4.0,10.0,1.0,2.0,3.0,8.0,2.67,Fresno State,taija sta. maria,https://daitadul56i2n.cloudfront.net/images/2025/9/26/1_taija.jpg?width=80&quality=90
2,Ellison Guiney,Pepperdine Waves,G,5-11,So.,"Goodyear, AZ",UserTeam2,64.0,21.33,21.5,30.5,3.0,27.33,12.67,4.0,2.67,0.67,0.0,2.33,5.0,2.33,2.33,4.0,8.67,7.0,2.33,5.0,1.67,82.0,38.0,12.0,8.0,2.0,0.0,7.0,12.0,26.0,7.0,15.0,7.0,10.0,3.33,UNLV,ellison guiney,https://daitadul56i2n.cloudfront.net/images/2025/9/26/2_guiney.jpg?width=80&quality=90
3,Bella Green,Pepperdine Waves,G,6-0,Gr.,"Perth, Australia",UserTeam5,53.0,17.67,32.5,47.5,3.0,17.0,8.33,6.33,1.0,1.0,0.33,0.33,0.33,2.0,3.0,3.0,5.67,6.0,2.0,13.0,4.33,51.0,25.0,19.0,3.0,3.0,1.0,9.0,9.0,17.0,1.0,1.0,6.0,7.0,2.33,University of West Florida,bella green,https://daitadul56i2n.cloudfront.net/images/2025/9/26/3_green.jpg?width=80&quality=90
10,Ilinca Belegante,Pepperdine Waves,G,6-0,Fr.,"Bucharest, Romania",UserTeam3,-5.0,-1.67,100.0,162.0,3.0,2.67,0.67,0.0,0.0,0.0,0.0,0.0,0.67,0.67,0.67,0.0,0.67,0.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,3.0,1.0,,ilinca belegante,https://daitadul56i2n.cloudfront.net/images/2025/9/26/10_Ilinca.jpg?width=80&quality=90
