#,Full Name,FullTeamName,Pos.,Ht.,Year,Hometown,userteam,FantasyPts_sum,FantasyPts_mean,rank_pos,rank_global,GP,MIN_mean,PTS_mean,REB_mean,AST_mean,STL_mean,BLK_mean,3PM_mean,3PA_mean,FTM_mean,TO_mean,FGM_mean,FGA_mean,OREB_sum,OREB_mean,DREB_sum,DREB_mean,MIN_sum,PTS_sum,REB_sum,AST_sum,STL_sum,BLK_sum,TO_sum,FGM_sum,FGA_sum,3PM_sum,3PA_sum,FTM_sum,FTA_sum,FTA_mean,Previous School,clean_name,ImageURL
11,Quinn VanSickle,Pepperdine Waves,G,5-8,Fr.,"Castle Rock, CO",FreeAgent,5.0,1.67,76.0,124.0,3.0,7.33,2.0,1.0,0.33,0.0,0.0,0.67,2.0,0.0,0.67,0.67,2.33,1.0,0.33,2.0,0.67,22.0,6.0,3.0,1.0,0.0,0.0,2.0,2.0,7.0,2.0,6.0,0.0,0.0,0.0,,quinn vansickle,https://daitadul56i2n.cloudfront.net/images/2025/9/26/11_quinn.jpg?width=80&quality=90
12,Shorna Preston,Pepperdine Waves,F,6-1,Jr.,"Christchurch, New Zealand",FreeAgent,63.0,21.0,10.5,32.5,3.0,19.0,5.67,9.33,1.67,1.0,1.0,0.33,1.67,0.0,2.67,2.67,5.67,10.0,3.33,18.0,6.0,57.0,17.0,28.0,5.0,3.0,3.0,8.0,8.0,17.0,1.0,5.0,0.0,0.0,0.0,Dodge City Community College,shorna preston,https://daitadul56i2n.cloudfront.net/images/2025/9/26/12_Shorna.jpg?width=80&quality=90
13,Meghan Fiso,Pepperdine Waves,G,5-10,Gr.,"Seattle, WA",UserTeam4,53.0,17.67,32.5,47.5,3.0,21.33,9.67,5.0,1.67,0.67,1.0,0.33,2.0,2.0,3.0,3.67,7.33,1.0,0.33,14.0,4.67,64.0,29.0,15.0,5.0,2.0,3.0,9.0,11.0,22.0,1.0,6.0,6.0,9.0,3.0,San Diego State,meghan fiso,https://daitadul56i2n.cloudfront.net/images/2025/9/26/13_meghan.jpg?width=80&quality=90
22,Lina Falk,Pepperdine Waves,G,6-2,Jr.,"Wolfenbüttel, Germany",UserTeam1,15.0,15.0,68.0,108.0,1.0,11.0,6.0,4.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,3.0,5.0,1.0,1.0,3.0,3.0,11.0,6.0,4.0,0.0,1.0,1.0,1.0,3.0,5.0,0.0,2.0,0.0,0.0,0.0,Sacramento State,lina falk,https://daitadul56i2n.cloudfront.net/images/2025/9/26/22_lina.jpg?width=80&quality=90
30,Seleh Harmon,Pepperdine Waves,G,5-10,Fr.,"Norman, OK",FreeAgent,58.0,19.33,25.0,39.0,3.0,24.0,11.67,2.0,2.0,0.67,0.33,3.33,6.0,0.33,2.33,4.0,8.33,1.0,0.33,5.0,1.67,72.0,35.0,6.0,6.0,2.0,1.0,7.0,12.0,25.0,10.0,18.0,1.0,2.0,0.67,,seleh harmon,https://daitadul56i2n.cloudfront.net/images/2025/9/26/30_seleh.jpg?width=80&quality=90
31,Irune Orio,Pepperdine Waves,F,6-2,Sr.,"Balmaseda, Spain",UserTeam4,19.0,6.33,27.0,101.0,3.0,19.67,2.0,3.33,2.67,0.0,0.33,0.33,2.33,1.0,2.33,0.33,2.67,3.0,1.0,7.0,2.33,59.0,6.0,10.0,8.0,0.0,1.0,7.0,1.0,8.0,1.0,7.0,3.0,4.0,1.33,Sacramento State / Xavier,irune orio,https://daitadul56i2n.cloudfront.net/images/2025/9/26/31_irune.jpg?width=80&quality=90
44,Zoe Shanahan,Pepperdine Waves,F,6-2,Fr.,"Melbourne, Australia",FreeAgent,6.0,2.0,37.0,123.0,3.0,6.0,2.67,0.0,0.33,0.0,0.0,0.0,0.0,0.67,1.33,1.0,1.67,0.0,0.0,0.0,0.0,18.0,8.0,0.0,1.0,0.0,0.0,4.0,3.0,5.0,0.0,0.0,2.0,2.0,0.67,,zoe shanahan,https://daitadul56i2n.cloudfront.net/images/2025/9/26/44_Zoe.jpg?width=80&quality=90
1,Paige Lofing,Gonzaga Bulldogs,G,5-9,Fr.,"Billings, MT",FreeAgent,-1.0,-0.33,95.5,157.5,3.0,5.33,0.0,0.33,0.0,0.0,0.0,0.0,0.33,0.0,0.33,0.0,0.33,0.0,0.0,1.0,0.33,16.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,paige lofing,https://d2jpxbzntgxotn.cloudfront.net/images/2025/9/10/paige_lofing-2059.JPG?width=80&quality=90
2,Vera Gunaydin,Gonzaga Bulldogs,G,5-9,Sr.,"Ankara, Turkey",FreeAgent,0.0,0.0,87.5,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,South Georgia Tech,vera gunaydin,https://d2jpxbzntgxotn.cloudfront.net/images/2025/9/10/vera_gunaydin-7778.JPG?width=80&quality=90
3,Julia Wilson,Gonzaga Bulldogs,G,5-10,Fr.,"Temecula, CA",FreeAgent,21.0,7.0,63.0,98.0,3.0,13.67,5.0,1.0,0.33,0.67,0.0,0.67,1.33,1.67,0.67,1.33,4.0,0.0,0.0,3.0,1.0,41.0,15.0,3.0,1.0,2.0,0.0,2.0,4.0,12.0,2.0,4.0,5.0,7.0,2.33,Rancho Christian HS,julia wilson,https://d2jpxbzntgxotn.cloudfront.net/images/2025/9/10/julia_wilson-7070.JPG?width=80&quality=90
4,Sierra Lichtie,Gonzaga Bulldogs,F,6-0,Gr.,"Riverton, UT",FreeAgent,12.0,4.0,31.5,110.0,3.0,6.0,1.67,1.0,0.33,0.33,0.0,0.0,0.0,0.33,1.0,0.67,0.67,1.0,0.33,2.0,0.67,18.0,5.0,3.0,1.0,1.0,0.0,3.0,2.0,2.0,0.0,0.0,1.0,2.0,0.67,Cal Poly,sierra lichtie,https://d2jpxbzntgxotn.cloudfront.net/images/2025/9/10/sierra_lichtie-8103.JPG?width=80&quality=90
8,Ines Bettencourt,Gonzaga Bulldogs,G,5-9,Sr.,"Sao Miguel, Portugal",UserTeam1,65.0,21.67,19.0,27.5,3.0,28.67,9.67,3.0,3.0,1.0,0.0,1.67,3.33,0.67,1.0,3.67,10.0,3.0,1.0,6.0,2.0,86.0,29.0,9.0,9.0,3.0,0.0,3.0,11.0,30.0,5.0,10.0,2.0,2.0,0.67,UConn,ines bettencourt,https://d2jpxbzntgxotn.cloudfront.net/images/2025/9/10/ines_bettencourt-6446.JPG?width=80&quality=90
11,Allie Turner,Gonzaga Bulldogs,G,5-8,So.,"St. Louis, MO",UserTeam1,64.0,21.33,21.5,30.5,3.0,32.67,12.0,1.33,3.67,0.0,0.33,2.0,3.67,2.67,2.67,3.67,7.0,0.0,0.0,4.0,1.33,98.0,36.0,4.0,11.0,0.0,1.0,8.0,11.0,21.0,6.0,11.0,8.0,8.0,2.67,John Burroughs HS,allie turner,https://d2jpxbzntgxotn.cloudfront.net/images/2025/9/10/new_allie_pic.JPG?width=80&quality=90
12,Christabel Osarobo,Gonzaga Bulldogs,G,5-11,So.,"Tudela, Spain",FreeAgent,0.0,0.0,87.5,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ipswich Basketball Academy,christabel osarobo,https://d2jpxbzntgxotn.cloudfront.net/images/2025/9/10/christabel_osarobo-7880-3.JPG?width=80&quality=90
20,Taylor Smith,Gonzaga Bulldogs,F,6-2,Jr.,"Pocatello, ID",UserTeam2,38.0,12.67,19.0,69.5,3.0,25.67,3.67,3.67,2.33,1.0,0.33,0.0,1.0,0.33,2.33,1.67,4.67,1.0,0.33,10.0,3.33,77.0,11.0,11.0,7.0,3.0,1.0,7.0,5.0,14.0,0.0,3.0,1.0,2.0,0.67,Weber State,taylor smith,https://d2jpxbzntgxotn.cloudfront.net/images/2025/9/10/taylor_smith-1502.JPG?width=80&quality=90
22,McKynnlie Dalan,Gonzaga Bulldogs,F,6-0,Jr.,"Montesano, WA",FreeAgent,7.0,2.33,35.0,121.0,3.0,12.0,0.67,2.33,0.33,0.33,0.0,0.0,0.33,0.67,0.67,0.0,2.0,3.0,1.0,4.0,1.33,36.0,2.0,7.0,1.0,1.0,0.0,2.0,0.0,6.0,0.0,1.0,2.0,2.0,0.67,Minnesota,mckynnlie dalan,https://d2jpxbzntgxotn.cloudfront.net/images/2025/9/10/mckynnlie_dalan.JPG?width=80&quality=90
23,Jaiden Haile,Gonzaga Bulldogs,F,6-2,Fr.,"Fargo, ND",FreeAgent,28.0,9.33,22.0,87.0,3.0,14.67,3.0,4.0,1.0,0.0,0.33,0.0,0.0,0.33,0.33,1.33,3.0,5.0,1.67,7.0,2.33,44.0,9.0,12.0,3.0,0.0,1.0,1.0,4.0,9.0,0.0,0.0,1.0,5.0,1.67,West Fargo Horace HS,jaiden haile,https://d2jpxbzntgxotn.cloudfront.net/images/2025/9/10/jaiden_haile.JPG?width=80&quality=90
24,Teryn Gardner,Gonzaga Bulldogs,G,5-10,So.,"Spokane, WA",UserTeam4,42.0,14.0,42.0,61.0,3.0,17.33,7.0,2.67,0.33,0.67,0.0,2.0,3.0,0.33,0.67,2.33,4.0,3.0,1.0,5.0,1.67,52.0,21.0,8.0,1.0,2.0,0.0,2.0,7.0,12.0,6.0,9.0,1.0,2.0,0.67,Boise State,teryn gardner,https://d2jpxbzntgxotn.cloudfront.net/images/2025/9/10/teryn_gardner-7278.JPG?width=80&quality=90
33,Lauren Whittaker,Gonzaga Bulldogs,F,6-3,R-Fr.,"Canterbury, New Zealand",UserTeam2,90.0,30.0,5.0,11.5,3.0,21.0,19.33,7.33,0.67,0.33,0.33,1.33,2.67,4.0,2.33,7.0,10.0,3.0,1.0,19.0,6.33,63.0,58.0,22.0,2.0,1.0,1.0,7.0,21.0,30.0,4.0,8.0,12.0,15.0,5.0,,lauren whittaker,https://d2jpxbzntgxotn.cloudfront.net/images/2025/9/10/lauren_whittaker-1119.JPG?width=80&quality=90
55,Zeryhia Aokuso,Gonzaga Bulldogs,G,5-10,Jr.,"Amarillo, TX",UserTeam1,66.0,22.0,17.0,24.5,3.0,23.0,11.0,2.67,2.67,1.33,0.0,0.33,1.0,1.33,2.33,4.67,9.33,1.0,0.33,7.0,2.33,69.0,33.0,8.0,8.0,4.0,0.0,7.0,14.0,28.0,1.0,3.0,4.0,6.0,2.0,Saint Mary's,zeryhia aokuso,https://d2jpxbzntgxotn.cloudfront.net/images/2025/9/10/zerhyia_aokuso-7494.JPG?width=80&quality=90
0,Jess Lawson,Loyola Marymount Lions,G,5-7,Gr.,"Las Vegas, NV",UserTeam4,49.0,16.33,39.0,54.5,3.0,29.0,6.67,6.0,1.0,1.67,0.0,0.33,1.33,1.67,1.0,2.33,7.33,5.0,1.67,13.0,4.33,87.0,20.0,18.0,3.0,5.0,0.0,3.0,7.0,22.0,1.0,4.0,5.0,8.0,2.67,Central Michigan,jess lawson,https://d2vhz6gv4pigvw.cloudfront.net/images/2025/10/2/Jess_Lawson.jpg?width=80&quality=90
2,Mari Somvichian,Loyola Marymount Lions,G,5-4,Jr.,"Oakland, CA",FreeAgent,2.0,0.67,77.0,128.0,3.0,11.33,2.0,0.0,0.0,0.33,0.0,0.67,1.67,0.0,1.0,0.67,2.0,0.0,0.0,0.0,0.0,34.0,6.0,0.0,0.0,1.0,0.0,3.0,2.0,6.0,2.0,5.0,0.0,0.0,0.0,,mari somvichian,https://d2vhz6gv4pigvw.cloudfront.net/images/2025/10/2/Mari_Somvichian.jpg?width=80&quality=90
4,Allison Clarke,Loyola Marymount Lions,G,5-11,So.,"Anaheim, CA",FreeAgent,0.0,0.0,87.5,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,allison clarke,https://d2vhz6gv4pigvw.cloudfront.net/images/2025/10/2/Allison_Clarke.jpg?width=80&quality=90
5,Carly Heidger,Loyola Marymount Lions,G,6-3,Sr.,"Dacula, GA",UserTeam6,52.0,17.33,34.0,49.0,3.0,31.67,7.0,3.67,2.33,1.67,0.0,0.67,3.0,2.33,1.67,2.0,6.0,4.0,1.33,7.0,2.33,95.0,21.0,11.0,7.0,5.0,0.0,5.0,6.0,18.0,2.0,9.0,7.0,8.0,2.67,Samford,carly heidger,https://d2vhz6gv4pigvw.cloudfront.net/images/2025/10/2/Carly_Heidger.jpg?width=80&quality=90
7,Ana Milanovic,Loyola Marymount Lions,F,6-2,So.,"Belgrade, Serbia",FreeAgent,0.0,0.0,46.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Middle Tennessee,ana milanovic,https://d2vhz6gv4pigvw.cloudfront.net/images/2025/10/2/Ana_Milanovic.jpg?width=80&quality=90
10,Lova Lagerlid,Loyola Marymount Lions,G,6-1,So.,"Stockholm, Sweden",FreeAgent,0.0,0.0,87.5,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Colorado,lova lagerlid,https://d2vhz6gv4pigvw.cloudfront.net/images/2025/10/2/Lova_Lagerlid.jpg?width=80&quality=90
13,Ivana Krajina,Loyola Marymount Lions,G,5-11,Sr.,"Kastel Novi, Croatia",UserTeam5,73.0,24.33,16.0,22.0,3.0,31.67,11.0,2.33,3.33,2.0,0.33,2.67,4.33,0.33,4.67,4.0,7.67,0.0,0.0,7.0,2.33,95.0,33.0,7.0,10.0,6.0,1.0,14.0,12.0,23.0,8.0,13.0,1.0,2.0,0.67,Texas Tech,ivana krajina,https://d2vhz6gv4pigvw.cloudfront.net/images/2025/10/2/Ivana_Krajina.jpg?width=80&quality=90
22,Alia Matavao,Loyola Marymount Lions,F,6-0,Jr.,"Las Vegas, NV",FreeAgent,0.0,0.0,46.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BYU,alia matavao,https://d2vhz6gv4pigvw.cloudfront.net/images/2025/10/2/Ali_a_Matavao.jpg?width=80&quality=90
24,Kayla Jones,Loyola Marymount Lions,F,6-0,Jr.,"Norman, OK",FreeAgent,23.0,7.67,25.0,95.0,3.0,17.67,4.67,2.33,1.67,0.0,0.0,0.0,0.33,0.67,2.0,2.0,4.33,3.0,1.0,4.0,1.33,53.0,14.0,7.0,5.0,0.0,0.0,6.0,6.0,13.0,0.0,1.0,2.0,2.0,0.67,Grayson College,kayla jones,https://d2vhz6gv4pigvw.cloudfront.net/images/2025/10/2/Kayla_Jones.jpg?width=80&quality=90
28,Andjela Matic,Loyola Marymount Lions,G,5-9,Sr.,"Ub, Serbia",UserTeam6,41.0,13.67,43.5,63.0,3.0,36.67,8.0,4.67,4.33,0.33,0.0,1.33,5.33,1.33,3.33,2.67,8.33,2.0,0.67,12.0,4.0,110.0,24.0,14.0,13.0,1.0,0.0,10.0,8.0,25.0,4.0,16.0,4.0,8.0,2.67,Duquesne,andjela matic,https://d2vhz6gv4pigvw.cloudfront.net/images/2025/10/2/Andjela_Matic.jpg?width=80&quality=90
30,Paula Reus Piza,Loyola Marymount Lions,F,6-1,Gr.,"Palma De Mallorca, Spain",UserTeam6,0.0,0.0,46.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New Mexico,paula reus piza,https://d2vhz6gv4pigvw.cloudfront.net/images/2025/10/2/Paula_Reus_Piza.jpg?width=80&quality=90
54,Zawadi Ogot,Loyola Marymount Lions,G,5-11,So.,"Upland, CA",FreeAgent,8.0,2.67,74.5,118.5,3.0,11.33,2.0,2.0,0.33,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.67,3.0,1.0,3.0,1.0,34.0,6.0,6.0,1.0,0.0,0.0,3.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,,zawadi ogot,https://d2vhz6gv4pigvw.cloudfront.net/images/2025/10/2/Zawadi_Ogot.jpg?width=80&quality=90
55,Maya Hernandez,Loyola Marymount Lions,F,6-0,Jr.,"San Jose, CA",UserTeam3,104.0,34.67,4.0,8.0,3.0,30.67,17.33,6.33,2.0,1.67,1.33,0.0,0.67,2.0,2.33,7.67,14.0,7.0,2.33,12.0,4.0,92.0,52.0,19.0,6.0,5.0,4.0,7.0,23.0,42.0,0.0,2.0,6.0,12.0,4.0,,maya hernandez,https://d2vhz6gv4pigvw.cloudfront.net/images/2025/10/2/Maya_Hernandez.jpg?width=80&quality=90
2,Aniya Hooker,Santa Clara Broncos,G,5-8,So.,"Lynnwood, WA",FreeAgent,48.0,12.0,40.0,56.5,4.0,23.75,3.25,2.0,2.25,0.75,0.25,0.0,1.0,0.75,0.75,1.25,4.25,2.0,0.5,6.0,1.5,95.0,13.0,8.0,9.0,3.0,1.0,3.0,5.0,17.0,0.0,4.0,3.0,4.0,1.0,,aniya hooker,https://santaclarabroncos.com/images/2025/9/18/hooker_aniyaDJR13246.JPG?width=80&quality=90
3,Kate Schat,Santa Clara Broncos,G,5-9,Fr.,"Redwood Valley, CA",FreeAgent,20.0,5.0,65.0,100.0,4.0,14.5,4.5,1.75,1.25,0.5,0.25,1.0,4.75,0.5,1.25,1.5,5.75,2.0,0.5,5.0,1.25,58.0,18.0,7.0,5.0,2.0,1.0,5.0,6.0,23.0,4.0,19.0,2.0,4.0,1.0,,kate schat,https://santaclarabroncos.com/images/2025/9/18/schat_katieDJR13224.JPG?width=80&quality=90
4,Maddy Warberg,Santa Clara Broncos,G,5-11,Fr.,"Eugene, OR",FreeAgent,0.0,0.0,87.5,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,maddy warberg,https://santaclarabroncos.com/images/2025/9/18/warberg_maddyDJR13195.JPG?width=80&quality=90
5,Sara Schmerbach,Santa Clara Broncos,G,5-11,Fr.,"South Medford, OR",FreeAgent,0.0,0.0,87.5,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,sara schmerbach,https://santaclarabroncos.com/images/2025/9/18/schimerbach_saraDJR13228.JPG?width=80&quality=90
6,Sienna Grieger,Santa Clara Broncos,G,5-9,Fr.,"West Adelaide, Australia",FreeAgent,18.0,6.0,66.0,103.0,3.0,7.67,4.0,1.33,0.33,0.0,0.0,0.67,2.33,0.0,0.0,1.67,3.67,2.0,0.67,2.0,0.67,23.0,12.0,4.0,1.0,0.0,0.0,0.0,5.0,11.0,2.0,7.0,0.0,0.0,0.0,,sienna grieger,https://santaclarabroncos.com/images/2025/9/18/grieger_siennaDJR13186.JPG?width=80&quality=90
9,Maia Jones,Santa Clara Broncos,G,5-10,R-Jr.,"Tasman, New Zealand",UserTeam2,77.0,19.25,11.5,17.5,4.0,21.0,11.5,2.25,2.5,1.25,0.25,1.75,5.25,2.25,2.25,3.75,9.5,1.0,0.25,8.0,2.0,84.0,46.0,9.0,10.0,5.0,1.0,9.0,15.0,38.0,7.0,21.0,9.0,10.0,2.5,,maia jones,https://santaclarabroncos.com/images/2025/9/18/jones_maiaDJR13254.JPG?width=80&quality=90
10,Lauren Grover,Santa Clara Broncos,F,6-1,Sr.,"Corona, CA",FreeAgent,0.0,0.0,46.0,144.0,2.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,lauren grover,https://santaclarabroncos.com/images/2025/9/18/grover_laurenDJR13261.JPG?width=80&quality=90
11,Alana Goodchild,Santa Clara Broncos,F,6-2,Sr.,"Sydney, Australia",FreeAgent,4.0,1.33,38.5,125.5,3.0,7.33,2.67,2.0,0.0,0.0,0.0,0.0,1.67,1.33,0.0,0.67,2.67,4.0,1.33,2.0,0.67,22.0,8.0,6.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,5.0,4.0,8.0,2.67,,alana goodchild,https://santaclarabroncos.com/images/2025/9/18/goodchild_alannaDJR13217.JPG?width=80&quality=90
12,Sophie Glancey,Santa Clara Broncos,F,6-2,Gr.,"Boise, ID",UserTeam3,127.0,31.75,1.0,2.0,4.0,21.0,13.25,6.25,0.5,1.0,3.25,0.5,1.75,2.25,0.5,5.25,10.75,8.0,2.0,17.0,4.25,84.0,53.0,25.0,2.0,4.0,13.0,2.0,21.0,43.0,2.0,7.0,9.0,16.0,4.0,,sophie glancey,https://santaclarabroncos.com/images/2025/9/18/glancey_sophieDJR13209_dcKrR.JPG?width=80&quality=90
13,Ava Schmidt,Santa Clara Broncos,F,6-2,Jr.,"Sammamish, WA",UserTeam5,65.0,21.67,9.0,27.5,3.0,24.67,12.33,2.33,1.0,1.33,0.67,3.0,6.33,0.0,1.33,4.67,10.33,0.0,0.0,7.0,2.33,74.0,37.0,7.0,3.0,4.0,2.0,4.0,14.0,31.0,9.0,19.0,0.0,0.0,0.0,,ava schmidt,https://santaclarabroncos.com/images/2025/9/18/schmidt_avaDJR13235.JPG?width=80&quality=90
20,Delainey Miller,Santa Clara Broncos,G,5-10,Fr.,"Aurora, CO",FreeAgent,90.0,22.5,7.0,11.5,4.0,18.75,7.25,6.5,2.0,1.25,1.5,0.0,0.75,2.25,1.75,2.5,5.75,11.0,2.75,15.0,3.75,75.0,29.0,26.0,8.0,5.0,6.0,7.0,10.0,23.0,0.0,3.0,9.0,19.0,4.75,,delainey miller,https://santaclarabroncos.com/images/2025/9/18/miller_delaneyDJR13189.JPG?width=80&quality=90
