Name,Jersey #,Team,Opponent,didWin,Date,MIN,OREB,DREB,REB,AST,STL,BLK,TO,PF,FGM,FGA,3PM,3PA,FTM,FTA,efg%,PTS,FantasyPts,isWCC
Charlece Ohiaeri,#4,Saint Mary's Gaels,Oregon State Beavers,0,12/30/25,7,0,0,0,1,0,0,1,0,0,2,0,1,0,0,0.0,0,-2.0,True
Malia Latu,#13,Saint Mary's Gaels,Oregon State Beavers,0,12/30/25,21,0,3,3,3,1,0,4,3,3,6,0,1,0,0,0.5,6,14.0,True
Abigail Shoff,#5,Saint Mary's Gaels,Oregon State Beavers,0,12/30/25,31,2,3,5,1,2,0,0,2,6,10,0,0,2,4,0.6,14,36.0,True
Melesungu Afeaki,#22,Saint Mary's Gaels,Oregon State Beavers,0,12/30/25,6,2,0,2,0,0,0,1,1,1,5,0,1,0,0,0.2,2,-2.0,True
Georgia Grigoropoulou,#10,Saint Mary's Gaels,Oregon State Beavers,0,12/30/25,7,0,1,1,2,0,0,0,0,0,3,0,0,0,2,0.0,0,2.0,True
Addi Wedin,#23,Saint Mary's Gaels,Oregon State Beavers,0,12/30/25,23,0,2,2,2,0,0,0,1,1,1,0,0,0,0,1.0,2,12.0,True
Amy Kurkowski,#2,Saint Mary's Gaels,Oregon State Beavers,0,12/30/25,6,1,0,1,0,1,0,1,1,0,0,0,0,0,0,,0,2.0,True
Jada Hunter,#0,Saint Mary's Gaels,Oregon State Beavers,0,12/30/25,23,0,0,0,1,4,0,1,3,2,7,0,2,0,0,0.286,4,16.0,True
Ella Wedin,#33,Saint Mary's Gaels,Oregon State Beavers,0,12/30/25,11,1,0,1,0,0,0,0,1,1,2,1,2,0,0,0.75,3,6.0,True
Tamia Stricklin,#14,Seattle U Redhawks,Santa Clara Broncos,0,12/30/25,29,2,4,6,3,0,2,2,3,7,13,3,5,0,0,0.654,17,44.0,True
Lucija Milkovic,#7,Seattle U Redhawks,Santa Clara Broncos,0,12/30/25,20,1,5,6,0,0,0,2,2,5,10,0,1,0,1,0.5,10,14.0,True
Dylan Mogel,#5,Seattle U Redhawks,Santa Clara Broncos,0,12/30/25,22,1,0,1,0,1,0,2,0,0,1,0,0,0,0,0.0,0,-2.0,True
Sydnie Rodriguez,#24,Seattle U Redhawks,Santa Clara Broncos,0,12/30/25,25,1,6,7,1,0,1,1,3,2,9,0,2,0,0,0.222,4,10.0,True
Ella Brubaker,#3,Seattle U Redhawks,Santa Clara Broncos,0,12/30/25,32,0,3,3,2,0,0,2,3,5,10,2,5,3,3,0.6,15,26.0,True
Fia Proctor,#4,Seattle U Redhawks,Santa Clara Broncos,0,12/30/25,7,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0.0,0,4.0,True
Andjela Bigovic,#6,Seattle U Redhawks,Santa Clara Broncos,0,12/30/25,24,1,6,7,4,1,0,1,1,6,10,1,4,0,0,0.65,13,40.0,True
Jana Vesic,#9,Seattle U Redhawks,Santa Clara Broncos,0,12/30/25,23,0,1,1,4,0,0,2,0,1,5,0,2,0,0,0.2,2,6.0,True
Chloe Emanga,#8,Seattle U Redhawks,Santa Clara Broncos,0,12/30/25,16,1,1,2,0,0,0,1,1,2,5,0,0,0,0,0.4,4,4.0,True
Lucy Larson,#22,Seattle U Redhawks,Santa Clara Broncos,0,12/30/25,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,-2.0,True
Ava Schmidt,#13,Santa Clara Broncos,Seattle U Redhawks,1,12/30/25,24,2,4,6,2,2,2,0,1,4,10,1,5,0,0,0.45,9,36.0,True
Kylee Fox,#30,Santa Clara Broncos,Seattle U Redhawks,1,12/30/25,27,0,2,2,4,4,0,0,0,3,6,2,4,2,2,0.667,10,44.0,True
Sophie Glancey,#12,Santa Clara Broncos,Seattle U Redhawks,1,12/30/25,25,2,5,7,3,3,0,0,0,7,12,3,6,5,6,0.708,22,62.0,True
Ashley Hawkins,#23,Santa Clara Broncos,Seattle U Redhawks,1,12/30/25,28,0,3,3,7,2,0,0,1,4,13,2,6,4,5,0.385,14,45.0,True
Maia Jones,#9,Santa Clara Broncos,Seattle U Redhawks,1,12/30/25,22,2,1,3,2,1,4,0,2,3,10,0,4,0,0,0.3,6,28.0,True
Tyler Gildersleeve-Stiles,#34,Santa Clara Broncos,Seattle U Redhawks,1,12/30/25,15,2,6,8,1,0,0,0,2,3,4,0,0,0,2,0.75,6,21.0,True
Alana Goodchild,#11,Santa Clara Broncos,Seattle U Redhawks,1,12/30/25,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,,1,2.0,True
Delainey Miller,#20,Santa Clara Broncos,Seattle U Redhawks,1,12/30/25,19,1,3,4,3,0,1,2,3,2,6,1,3,0,0,0.417,5,17.0,True
Sienna Grieger,#6,Santa Clara Broncos,Seattle U Redhawks,1,12/30/25,3,0,0,0,1,0,0,1,0,1,2,0,1,0,0,0.5,2,4.0,True
Kate Schat,#3,Santa Clara Broncos,Seattle U Redhawks,1,12/30/25,12,0,1,1,1,0,0,2,1,1,2,1,2,2,4,0.75,5,6.0,True
Aniya Hooker,#2,Santa Clara Broncos,Seattle U Redhawks,1,12/30/25,23,0,1,1,0,1,0,0,2,6,7,2,2,0,0,1.0,14,34.0,True
Lainey Spear,#20,Portland Pilots,San Francisco Dons,0,12/30/25,24,2,3,5,2,2,0,3,5,1,6,0,0,1,2,0.167,3,10.0,True
Julia Dalan,#44,Portland Pilots,San Francisco Dons,0,12/30/25,24,1,4,5,0,2,7,4,0,3,13,0,0,0,0,0.231,6,28.0,True
Rhyan Mogel,#22,Portland Pilots,San Francisco Dons,0,12/30/25,35,0,4,4,10,4,0,6,2,6,9,2,3,0,0,0.778,14,58.0,True
Dyani Ananiev,#2,Portland Pilots,San Francisco Dons,0,12/30/25,26,0,3,3,1,3,0,4,3,6,9,4,5,0,0,0.889,16,36.0,True
Florence Dallow,#3,Portland Pilots,San Francisco Dons,0,12/30/25,31,3,0,3,0,3,1,5,2,3,4,0,1,3,4,0.75,9,18.0,True
Ella Zimmerman,#42,Portland Pilots,San Francisco Dons,0,12/30/25,3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0.0,True
Jada Kennedy,#9,Portland Pilots,San Francisco Dons,0,12/30/25,9,1,2,3,1,0,0,0,0,0,0,0,0,0,0,,0,6.0,True
Brynn Smith,#12,Portland Pilots,San Francisco Dons,0,12/30/25,5,1,0,1,0,0,0,0,0,0,3,0,1,0,0,0.0,0,-3.0,True
Tiffany Barbosa,#7,Portland Pilots,San Francisco Dons,0,12/30/25,19,1,4,5,1,0,0,2,1,1,3,0,1,2,2,0.333,4,7.0,True
Natalie Fraley,#10,Portland Pilots,San Francisco Dons,0,12/30/25,7,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0.0,0,-2.0,True
Nicole Anderson,#17,Portland Pilots,San Francisco Dons,0,12/30/25,17,0,0,0,0,1,0,3,3,4,9,4,8,0,0,0.667,12,13.0,True
Natasa Tausova,#12,San Francisco Dons,Portland Pilots,1,12/30/25,26,0,0,0,3,1,0,4,4,6,12,2,7,0,0,0.583,14,22.0,True
Noelia Mourio,#3,San Francisco Dons,Portland Pilots,1,12/30/25,21,3,2,5,1,2,0,3,3,2,6,0,0,0,0,0.333,4,12.0,True
Aina Cargol,#9,San Francisco Dons,Portland Pilots,1,12/30/25,35,0,4,4,6,0,0,6,1,3,9,2,4,1,2,0.444,9,18.0,True
Candy Edokpaigbe,#23,San Francisco Dons,Portland Pilots,1,12/30/25,37,2,1,3,0,2,0,2,3,5,12,0,2,2,2,0.417,12,20.0,True
Mara Neira,#2,San Francisco Dons,Portland Pilots,1,12/30/25,24,0,2,2,3,3,0,6,2,6,11,4,7,0,0,0.727,16,34.0,True
Sol Castro,#24,San Francisco Dons,Portland Pilots,1,12/30/25,19,5,8,13,1,1,0,4,1,1,5,0,0,2,4,0.2,4,12.0,True
Meghan McIntyre,#4,San Francisco Dons,Portland Pilots,1,12/30/25,22,1,5,6,4,4,0,1,0,0,2,0,0,0,0,0.0,0,28.0,True
Paula Tirado,#22,San Francisco Dons,Portland Pilots,1,12/30/25,14,1,0,1,0,1,0,1,0,4,6,0,1,0,0,0.667,8,16.0,True
Olivia Williams,#21,San Francisco Dons,Portland Pilots,1,12/30/25,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0,0.0,True
Maya Hernandez,#55,Loyola Marymount Lions,Washington State Cougars,1,12/30/25,27,3,0,3,2,1,2,2,3,4,13,0,0,0,0,0.308,8,22.0,True
Ivana Krajina,#13,Loyola Marymount Lions,Washington State Cougars,1,12/30/25,26,0,0,0,0,1,0,1,2,3,9,1,4,0,0,0.389,7,8.0,True
Jess Lawson,#0,Loyola Marymount Lions,Washington State Cougars,1,12/30/25,27,4,7,11,1,1,1,1,3,5,9,0,1,6,7,0.556,16,42.0,True
Andjela Matic,#28,Loyola Marymount Lions,Washington State Cougars,1,12/30/25,35,0,4,4,5,1,0,0,0,3,9,3,6,3,4,0.5,12,38.0,True
Carly Heidger,#5,Loyola Marymount Lions,Washington State Cougars,1,12/30/25,31,1,3,4,0,2,0,0,0,2,6,0,3,1,1,0.333,5,14.0,True
Kayla Jones,#24,Loyola Marymount Lions,Washington State Cougars,1,12/30/25,7,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0.5,2,8.0,True
Paula Reus Piza,#30,Loyola Marymount Lions,Washington State Cougars,1,12/30/25,16,2,4,6,0,0,0,0,0,2,4,0,0,4,5,0.5,8,18.0,True
Zawadi Ogot,#54,Loyola Marymount Lions,Washington State Cougars,1,12/30/25,12,0,3,3,0,0,0,0,3,2,3,0,0,0,0,0.667,4,11.0,True
Allison Clarke,#4,Loyola Marymount Lions,Washington State Cougars,1,12/30/25,19,0,1,1,1,3,0,2,2,1,1,0,0,3,5,1.0,5,17.0,True
Malia Ruud,#55,Washington State Cougars,Loyola Marymount Lions,0,12/30/25,36,1,2,3,3,0,0,2,0,6,9,1,2,0,0,0.722,13,30.0,True
Tanja Valancic,#9,Washington State Cougars,Loyola Marymount Lions,0,12/30/25,19,1,2,3,3,0,0,2,3,1,2,0,1,0,0,0.5,2,9.0,True
Charlotte Abraham,#10,Washington State Cougars,Loyola Marymount Lions,0,12/30/25,38,2,9,11,4,0,1,4,3,6,13,3,7,0,0,0.577,15,37.0,True
Marta Alsina,#12,Washington State Cougars,Loyola Marymount Lions,0,12/30/25,10,0,1,1,0,0,0,2,2,0,0,0,0,0,2,,0,-6.0,True
Eleonora Villa,#2,Washington State Cougars,Loyola Marymount Lions,0,12/30/25,40,0,4,4,3,2,0,2,1,8,21,2,8,3,5,0.429,21,36.0,True
Lauren Glazier,#25,Washington State Cougars,Loyola Marymount Lions,0,12/30/25,2,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0.0,0,-4.0,True
Malvina Haziri,#1,Washington State Cougars,Loyola Marymount Lions,0,12/30/25,4,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0.0,0,-6.0,True
Keandra Koorits,#15,Washington State Cougars,Loyola Marymount Lions,0,12/30/25,12,3,0,3,0,0,0,1,3,2,4,1,1,0,0,0.625,5,9.0,True
Jean Chiu,#5,Washington State Cougars,Loyola Marymount Lions,0,12/30/25,12,0,0,0,2,1,0,0,0,0,1,0,1,0,0,0.0,0,8.0,True
Mackenzie Chatfield,#8,Washington State Cougars,Loyola Marymount Lions,0,12/30/25,27,2,0,2,2,0,0,0,5,1,4,0,0,0,0,0.25,2,9.0,True
Shorna Preston,#12,Pepperdine Waves,Gonzaga Bulldogs,0,12/30/25,19,0,5,5,1,0,2,3,5,3,5,0,0,0,1,0.6,6,16.0,True
Ellison Guiney,#2,Pepperdine Waves,Gonzaga Bulldogs,0,12/30/25,33,0,3,3,2,0,0,0,1,3,11,1,8,0,0,0.318,7,8.0,True
Taija Sta. Maria,#1,Pepperdine Waves,Gonzaga Bulldogs,0,12/30/25,34,1,2,3,2,1,0,3,0,7,9,1,1,1,1,0.833,16,35.0,True
Lina Falk,#22,Pepperdine Waves,Gonzaga Bulldogs,0,12/30/25,12,1,2,3,0,0,0,1,3,1,2,0,1,0,0,0.5,2,2.0,True
Meghan Fiso,#13,Pepperdine Waves,Gonzaga Bulldogs,0,12/30/25,21,2,2,4,0,0,0,1,1,2,11,0,2,3,5,0.182,7,1.0,True
Zoe Shanahan,#44,Pepperdine Waves,Gonzaga Bulldogs,0,12/30/25,4,0,0,0,0,0,0,1,2,0,0,0,0,0,0,,0,-2.0,True
Irune Orio,#31,Pepperdine Waves,Gonzaga Bulldogs,0,12/30/25,17,0,2,2,0,0,0,0,1,2,4,0,2,2,2,0.5,6,9.0,True
Seleh Harmon,#30,Pepperdine Waves,Gonzaga Bulldogs,0,12/30/25,28,0,3,3,2,0,0,0,0,1,7,1,5,0,0,0.214,3,6.0,True
Ilinca Belegante,#10,Pepperdine Waves,Gonzaga Bulldogs,0,12/30/25,2,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1.5,3,6.0,True
Bella Green,#3,Pepperdine Waves,Gonzaga Bulldogs,0,12/30/25,16,0,1,1,0,1,0,2,4,1,3,0,0,0,0,0.333,2,2.0,True
Ivory Finley,#0,Pepperdine Waves,Gonzaga Bulldogs,0,12/30/25,14,1,2,3,2,1,0,1,0,0,2,0,2,0,0,0.0,0,6.0,True
Lauren Whittaker,#33,Gonzaga Bulldogs,Pepperdine Waves,1,12/30/25,23,2,7,9,1,1,0,1,2,6,12,1,4,9,9,0.542,22,45.0,True
Taylor Smith,#20,Gonzaga Bulldogs,Pepperdine Waves,1,12/30/25,27,2,4,6,4,2,1,2,3,4,5,0,0,0,0,0.8,8,40.0,True
Zeryhia Aokuso,#55,Gonzaga Bulldogs,Pepperdine Waves,1,12/30/25,18,0,3,3,3,1,0,3,3,3,9,1,2,0,0,0.389,7,16.0,True
Allie Turner,#11,Gonzaga Bulldogs,Pepperdine Waves,1,12/30/25,30,0,2,2,4,1,0,1,0,6,11,5,8,0,0,0.773,17,44.0,True
Ines Bettencourt,#8,Gonzaga Bulldogs,Pepperdine Waves,1,12/30/25,24,0,2,2,1,1,0,1,2,0,5,0,2,0,0,0.0,0,0.0,True
Jaiden Haile,#23,Gonzaga Bulldogs,Pepperdine Waves,1,12/30/25,24,6,6,12,3,1,0,0,1,9,14,0,0,3,7,0.643,21,57.0,True
Julia Wilson,#3,Gonzaga Bulldogs,Pepperdine Waves,1,12/30/25,19,0,2,2,4,0,0,1,0,0,2,0,1,0,0,0.0,0,10.0,True
Paige Lofing,#1,Gonzaga Bulldogs,Pepperdine Waves,1,12/30/25,9,0,1,1,1,0,0,0,1,0,2,0,0,0,0,0.0,0,3.0,True
Teryn Gardner,#24,Gonzaga Bulldogs,Pepperdine Waves,1,12/30/25,20,1,3,4,0,0,0,1,1,0,1,0,0,0,0,0.0,0,2.0,True
Christabel Osarobo,#12,Gonzaga Bulldogs,Pepperdine Waves,1,12/30/25,6,1,0,1,1,0,0,1,1,0,1,0,1,0,0,0.0,0,0.0,True
Natasa Tausova,#12,San Francisco Dons,San Diego Toreros,1,01/02/26,28,1,5,6,1,0,0,4,4,3,4,2,3,1,3,1.0,9,14.0,True
Noelia Mourio,#3,San Francisco Dons,San Diego Toreros,1,01/02/26,27,2,7,9,1,2,1,4,3,4,6,0,0,1,2,0.667,9,28.0,True
Aina Cargol,#9,San Francisco Dons,San Diego Toreros,1,01/02/26,35,1,3,4,6,1,0,3,1,4,8,2,4,2,4,0.625,12,35.0,True
Candy Edokpaigbe,#23,San Francisco Dons,San Diego Toreros,1,01/02/26,38,1,5,6,1,1,3,3,1,5,8,2,2,5,8,0.75,17,43.0,True
Mara Neira,#2,San Francisco Dons,San Diego Toreros,1,01/02/26,31,2,1,3,2,1,0,0,1,3,13,1,9,0,0,0.269,7,10.0,True
Nevaeh Ferrara Horne,#7,San Francisco Dons,San Diego Toreros,1,01/02/26,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0,0,3.0,True
Sol Castro,#24,San Francisco Dons,San Diego Toreros,1,01/02/26,13,1,1,2,1,0,0,0,1,2,6,0,0,1,2,0.333,5,10.0,True
Meghan McIntyre,#4,San Francisco Dons,San Diego Toreros,1,01/02/26,11,1,4,5,1,0,0,1,0,0,1,0,1,0,0,0.0,0,4.0,True
Paula Tirado,#22,San Francisco Dons,San Diego Toreros,1,01/02/26,13,0,1,1,1,1,0,2,3,0,2,0,2,0,0,0.0,0,-0.0,True
Olivia Williams,#21,San Francisco Dons,San Diego Toreros,1,01/02/26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1.0,True
Ayla Williams,#22,San Diego Toreros,San Francisco Dons,0,01/02/26,5,0,1,1,0,0,0,1,3,0,1,0,0,2,2,0.0,2,0.0,True
Olivia Owens,#24,San Diego Toreros,San Francisco Dons,0,01/02/26,28,0,3,3,2,0,1,3,2,3,10,0,3,0,1,0.3,6,6.0,True
Lilly Amor,#3,San Diego Toreros,San Francisco Dons,0,01/02/26,10,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0,0,-2.0,True
Kylie Ray,#6,San Diego Toreros,San Francisco Dons,0,01/02/26,40,1,8,9,5,3,0,5,5,10,21,4,8,0,0,0.571,24,57.0,True
Hallie Rhodes,#20,San Diego Toreros,San Francisco Dons,0,01/02/26,38,1,0,1,1,3,1,1,1,3,16,0,3,1,2,0.188,7,12.0,True
Eva Ruse,#15,San Diego Toreros,San Francisco Dons,0,01/02/26,33,2,2,4,2,0,1,1,0,3,8,0,1,0,0,0.375,6,17.0,True
Dresha Moore,#1,San Diego Toreros,San Francisco Dons,0,01/02/26,18,1,3,4,0,1,0,0,4,0,2,0,0,1,2,0.0,1,6.0,True
Helen Holley,#10,San Diego Toreros,San Francisco Dons,0,01/02/26,21,3,3,6,2,1,0,0,2,3,6,0,2,0,0,0.5,6,22.0,True
Jayden Rhodes,#19,San Diego Toreros,San Francisco Dons,0,01/02/26,7,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1.5,3,6.0,True
Malia Ruud,#55,Washington State Cougars,Portland Pilots,0,01/02/26,31,2,2,4,0,1,0,3,1,6,10,0,0,2,2,0.6,14,23.0,True
Tanja Valancic,#9,Washington State Cougars,Portland Pilots,0,01/02/26,14,0,2,2,0,0,0,2,2,0,1,0,0,0,0,0.0,0,-4.0,True
Charlotte Abraham,#10,Washington State Cougars,Portland Pilots,0,01/02/26,30,2,7,9,1,0,0,4,3,1,7,1,6,2,2,0.214,5,0.0,True
Mackenzie Chatfield,#8,Washington State Cougars,Portland Pilots,0,01/02/26,34,3,1,4,3,1,0,6,1,1,7,0,0,0,0,0.143,2,-0.0,True
Eleonora Villa,#2,Washington State Cougars,Portland Pilots,0,01/02/26,34,0,3,3,3,0,0,7,2,3,9,0,3,7,8,0.333,13,7.0,True
Lauren Glazier,#25,Washington State Cougars,Portland Pilots,0,01/02/26,7,0,0,0,0,0,0,1,2,0,3,0,0,0,0,0.0,0,-6.0,True
Malvina Haziri,#1,Washington State Cougars,Portland Pilots,0,01/02/26,3,0,0,0,0,0,0,1,2,0,0,0,0,0,0,,0,-2.0,True
Keandra Koorits,#15,Washington State Cougars,Portland Pilots,0,01/02/26,10,0,2,2,0,0,0,0,1,3,7,0,1,0,1,0.429,6,8.0,True
Marta Alsina,#12,Washington State Cougars,Portland Pilots,0,01/02/26,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,3.0,True
Jean Chiu,#5,Washington State Cougars,Portland Pilots,0,01/02/26,30,0,5,5,0,3,0,0,1,4,5,1,2,0,0,0.9,9,32.0,True
Lainey Spear,#20,Portland Pilots,Washington State Cougars,1,01/02/26,26,3,2,5,0,3,0,0,3,4,7,0,0,1,2,0.571,9,30.0,True
Julia Dalan,#44,Portland Pilots,Washington State Cougars,1,01/02/26,25,3,4,7,2,2,0,2,3,7,13,0,1,0,0,0.538,14,37.0,True
Rhyan Mogel,#22,Portland Pilots,Washington State Cougars,1,01/02/26,32,0,2,2,5,4,1,1,2,3,11,0,2,3,4,0.273,9,38.0,True
Dyani Ananiev,#2,Portland Pilots,Washington State Cougars,1,01/02/26,32,1,2,3,0,2,1,5,2,3,9,1,7,0,0,0.389,7,4.0,True
Florence Dallow,#3,Portland Pilots,Washington State Cougars,1,01/02/26,25,1,6,7,3,2,0,3,3,1,3,0,0,0,0,0.333,2,18.0,True
Ella Zimmerman,#42,Portland Pilots,Washington State Cougars,1,01/02/26,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,-2.0,True
Jada Kennedy,#9,Portland Pilots,Washington State Cougars,1,01/02/26,13,0,1,1,0,0,1,0,3,1,3,0,0,0,0,0.333,2,8.0,True
Brynn Smith,#12,Portland Pilots,Washington State Cougars,1,01/02/26,7,0,1,1,0,1,0,1,0,2,4,1,2,1,2,0.625,6,11.0,True
Tiffany Barbosa,#7,Portland Pilots,Washington State Cougars,1,01/02/26,8,1,0,1,0,0,0,2,1,0,2,0,2,0,0,0.0,0,-7.0,True
Natalie Fraley,#10,Portland Pilots,Washington State Cougars,1,01/02/26,8,1,1,2,2,0,0,1,0,0,1,0,1,2,2,0.0,2,8.0,True
Nicole Anderson,#17,Portland Pilots,Washington State Cougars,1,01/02/26,23,0,2,2,0,0,0,2,1,4,8,3,7,0,0,0.688,11,14.0,True
Edie Clarke,#7,Saint Mary's Gaels,Pepperdine Waves,0,01/02/26,28,5,3,8,2,2,1,1,0,5,10,0,0,0,0,0.5,10,37.0,True
Abigail Shoff,#5,Saint Mary's Gaels,Pepperdine Waves,0,01/02/26,26,2,4,6,2,1,0,2,0,3,10,0,1,3,3,0.3,9,19.0,True
Mauriana Hashemian-Orr,#3,Saint Mary's Gaels,Pepperdine Waves,0,01/02/26,20,1,5,6,4,3,0,0,3,1,5,0,1,0,0,0.2,2,28.0,True
Jada Hunter,#0,Saint Mary's Gaels,Pepperdine Waves,0,01/02/26,16,0,0,0,1,3,0,0,4,0,2,0,0,0,0,0.0,0,12.0,True
Emily Foy,#8,Saint Mary's Gaels,Pepperdine Waves,0,01/02/26,22,0,2,2,0,0,0,1,4,1,6,1,3,0,0,0.25,3,-1.0,True
Melesungu Afeaki,#22,Saint Mary's Gaels,Pepperdine Waves,0,01/02/26,7,0,0,0,0,0,1,0,0,1,2,0,0,0,2,0.5,2,4.0,True
Georgia Grigoropoulou,#10,Saint Mary's Gaels,Pepperdine Waves,0,01/02/26,2,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0.0,0,-4.0,True
Addi Wedin,#23,Saint Mary's Gaels,Pepperdine Waves,0,01/02/26,31,0,2,2,1,1,0,1,1,3,10,2,4,0,0,0.4,8,14.0,True
Amy Kurkowski,#2,Saint Mary's Gaels,Pepperdine Waves,0,01/02/26,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0,0,-2.0,True
Ella Wedin,#33,Saint Mary's Gaels,Pepperdine Waves,0,01/02/26,13,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0.0,0,-1.0,True
Charlece Ohiaeri,#4,Saint Mary's Gaels,Pepperdine Waves,0,01/02/26,11,1,1,2,0,0,0,1,2,3,6,1,2,2,2,0.583,9,13.0,True
Malia Latu,#13,Saint Mary's Gaels,Pepperdine Waves,0,01/02/26,20,2,2,4,1,0,0,4,3,3,9,0,1,3,3,0.333,9,6.0,True
Shorna Preston,#12,Pepperdine Waves,Saint Mary's Gaels,1,01/02/26,31,2,13,15,1,0,3,3,3,5,9,0,1,4,7,0.556,14,40.0,True
Ellison Guiney,#2,Pepperdine Waves,Saint Mary's Gaels,1,01/02/26,35,1,1,2,5,1,0,1,2,3,8,2,6,4,4,0.5,12,33.0,True
Taija Sta. Maria,#1,Pepperdine Waves,Saint Mary's Gaels,1,01/02/26,38,1,4,5,3,1,0,1,1,1,6,0,2,1,2,0.167,3,14.0,True
Lina Falk,#22,Pepperdine Waves,Saint Mary's Gaels,1,01/02/26,31,0,3,3,3,0,0,1,0,3,6,1,2,0,0,0.583,7,21.0,True
Meghan Fiso,#13,Pepperdine Waves,Saint Mary's Gaels,1,01/02/26,32,1,4,5,3,2,0,5,1,5,10,1,2,3,3,0.55,14,30.0,True
