#,Full Name,FullTeamName,Pos.,Ht.,Year,Hometown,userteam,FantasyPts_sum,FantasyPts_mean,rank_pos,rank_global,GP,MIN_mean,PTS_mean,efg%,REB_mean,AST_mean,STL_mean,BLK_mean,3PM_mean,3PA_mean,FTM_mean,TO_mean,FGM_mean,FGA_mean,OREB_sum,OREB_mean,DREB_sum,DREB_mean,MIN_sum,PTS_sum,REB_sum,AST_sum,STL_sum,BLK_sum,TO_sum,FGM_sum,FGA_sum,3PM_sum,3PA_sum,FTM_sum,FTA_sum,FTA_mean,didWin_sum,Previous School,clean_name,ImageURL
3,Ella Brubaker,Seattle U Redhawks,G,6-0,Graduate Student,"University Place, WA",UserTeam1,300.0,27.27,14.0,23.0,11.0,25.0,15.09,0.488,4.91,1.0,1.45,0.55,1.09,3.73,3.64,2.73,5.18,11.73,15.0,1.36,39.0,3.55,275.0,166.0,54.0,11.0,16.0,6.0,30.0,57.0,129.0,12.0,41.0,40.0,51.0,4.64,4.0,The Master's / Pepperdine,ella brubaker,https://goseattleu.com/imgproxy/8wjRPnIdRZZIbDOXp3TME-SUmsnEUYX3bvwlw-7XL-4/rs:fit:1980:0:0/g:ce/q:90/aHR0cHM6Ly9zdG9yYWdlLmdvb2dsZWFwaXMuY29tL2dvc2VhdHRsZXUtY29tLXByb2QvMjAyNS8xMC8wOS9NUEZSb0RjVmpqaFFvcktheXN5YnBnY2cwQmNOSGRjR1RyWGk2MXFVLnBuZw.png
4,Fia Proctor,Seattle U Redhawks,F,6-2,Sophomore,"Bothell, WA",FreeAgent,96.0,8.73,25.0,93.0,11.0,11.27,3.73,0.63,1.0,0.55,0.09,0.09,0.45,0.73,1.09,0.27,1.09,2.09,3.0,0.27,8.0,0.73,124.0,41.0,11.0,6.0,1.0,1.0,3.0,12.0,23.0,5.0,8.0,12.0,12.0,1.09,4.0,Wyoming,fia proctor,https://goseattleu.com/imgproxy/lT84Eiib8dxXLjZTLzwcEEjJ57UGhnWaudg-BO-H7HA/rs:fit:1980:0:0/g:ce/q:90/aHR0cHM6Ly9zdG9yYWdlLmdvb2dsZWFwaXMuY29tL2dvc2VhdHRsZXUtY29tLXByb2QvMjAyNS8xMC8wOS9MNzlmZG5sVG5ROXRNQzVnR3dCUnJkV09lakFQcDVIRGFDYWZKaWxXLnBuZw.png
5,Dylan Mogel,Seattle U Redhawks,G,5-9,Freshman,"Clackamas, OR",UserTeam3,159.0,14.45,43.0,64.5,11.0,26.0,2.73,0.417,2.0,3.09,1.0,0.36,0.09,0.18,0.45,2.09,1.09,2.73,8.0,0.73,14.0,1.27,286.0,30.0,22.0,34.0,11.0,4.0,23.0,12.0,30.0,1.0,2.0,5.0,6.0,0.55,4.0,,dylan mogel,https://goseattleu.com/imgproxy/GjzClbkFb4-W9mtTVxl3VaZ_1ZrH0WCOQzp4uRrZF3I/rs:fit:1980:0:0/g:ce/q:90/aHR0cHM6Ly9zdG9yYWdlLmdvb2dsZWFwaXMuY29tL2dvc2VhdHRsZXUtY29tLXByb2QvMjAyNS8xMC8wOS9TUWt3dnhLbXM5VHFUeGVCY2dCenlwc0ZnMmdkbWdiY3JVQTZzN2xxLnBuZw.png
6,Andjela Bigovic,Seattle U Redhawks,F,6-5,Graduate Student,"Herceg Novi, Montenegro",UserTeam6,133.0,16.62,19.0,76.0,8.0,21.88,7.88,0.45,4.25,0.62,0.38,1.0,1.12,3.62,0.0,1.25,3.38,8.75,8.0,1.0,26.0,3.25,175.0,63.0,34.0,5.0,3.0,8.0,10.0,27.0,70.0,9.0,29.0,0.0,0.0,0.0,4.0,Cochise College / Tarleton State,andjela bigovic,https://goseattleu.com/imgproxy/ds2UsutAxUfSsMMBunNd2IIBY9_GXOiNYonQM8yQQzA/rs:fit:1980:0:0/g:ce/q:90/aHR0cHM6Ly9zdG9yYWdlLmdvb2dsZWFwaXMuY29tL2dvc2VhdHRsZXUtY29tLXByb2QvMjAyNS8xMC8wOS9EbzRuSnI2WWtHcW1uOGx1Y2xaY1RrV004Y0pzN0EySldpczdPbUYxLnBuZw.png
7,Lucija Milkovic,Seattle U Redhawks,C,6-6,Junior,"Sibenik, Croatia",FreeAgent,161.0,17.89,3.0,63.0,9.0,16.11,7.22,0.583,4.67,0.44,0.44,0.67,0.11,0.33,0.22,1.44,3.44,6.0,9.0,1.0,33.0,3.67,145.0,65.0,42.0,4.0,4.0,6.0,13.0,31.0,54.0,1.0,3.0,2.0,6.0,0.67,3.0,Missouri,lucija milkovic,https://goseattleu.com/imgproxy/Y2iEJjG--ZJ35FBiK4Lfio9DERkR5zXEcJ3JCMnnyuc/rs:fit:1980:0:0/g:ce/q:90/aHR0cHM6Ly9zdG9yYWdlLmdvb2dsZWFwaXMuY29tL2dvc2VhdHRsZXUtY29tLXByb2QvMjAyNS8xMC8wOS9tZktnSEdkYmZETFdsa0FyeG8xbnpleDd1MWUzd0dtZjlwclpUUTdiLnBuZw.png
8,Chloe Emanga,Seattle U Redhawks,G,5-9,Freshman,"Marbach Am Neckar, Germany",FreeAgent,141.0,14.1,47.0,72.0,10.0,22.5,6.7,0.469,3.2,0.8,0.8,0.3,0.4,0.8,0.7,1.9,2.8,6.4,10.0,1.0,22.0,2.2,225.0,67.0,32.0,8.0,8.0,3.0,19.0,28.0,64.0,4.0,8.0,7.0,11.0,1.1,4.0,BasCats USC Heidelberg,chloe emanga,https://goseattleu.com/imgproxy/CfoRoMa7CQBDPXJA4SEv1d8OKSy4StWqGvLxTi4JMhE/rs:fit:1980:0:0/g:ce/q:90/aHR0cHM6Ly9zdG9yYWdlLmdvb2dsZWFwaXMuY29tL2dvc2VhdHRsZXUtY29tLXByb2QvMjAyNS8xMC8wOS82UEdENGZvZk16NVFVNFA5c01DWVBOQjhaWFo5T1NPRzc4SVVpa0dvLnBuZw.png
9,Jana Vesic,Seattle U Redhawks,G,5-7,Freshman,"Belgrade, Serbia",FreeAgent,158.0,14.36,44.5,66.5,11.0,25.73,7.91,0.413,1.55,3.45,0.45,0.27,0.45,2.36,1.45,3.27,3.0,7.82,3.0,0.27,14.0,1.27,283.0,87.0,17.0,38.0,5.0,3.0,36.0,33.0,86.0,5.0,26.0,16.0,26.0,2.36,4.0,,jana vesic,https://goseattleu.com/imgproxy/TRnpsePGP3bf6OKdSgsSEGk-j81iVKC0DE6AWhSOSU0/rs:fit:1980:0:0/g:ce/q:90/aHR0cHM6Ly9zdG9yYWdlLmdvb2dsZWFwaXMuY29tL2dvc2VhdHRsZXUtY29tLXByb2QvMjAyNS8xMC8wOS9VR2ZLc3FydXkyV0Z1MkZiTkk0Q0pySkhld3cyM1VEZVhHMWs3ZVMxLnBuZw.png
14,Tamia Stricklin,Seattle U Redhawks,F,6-0,R-Sr.,"Renton, WA",FreeAgent,226.0,22.6,11.0,38.0,10.0,24.4,10.0,0.5,6.9,1.2,0.9,0.3,0.9,2.6,1.5,2.2,3.8,8.5,16.0,1.6,53.0,5.3,244.0,100.0,69.0,12.0,9.0,3.0,22.0,38.0,85.0,9.0,26.0,15.0,19.0,1.9,4.0,Fresno State,tamia stricklin,https://goseattleu.com/imgproxy/hqdnYu8VbJjGaIhA0nssmoz8bxDh7cCPZKb3zncEwM4/rs:fit:1980:0:0/g:ce/q:90/aHR0cHM6Ly9zdG9yYWdlLmdvb2dsZWFwaXMuY29tL2dvc2VhdHRsZXUtY29tLXByb2QvMjAyNS8xMC8wOS9qT3o1QmpZSnVodGU0TnVub0dXUDAwQ3dFellYalM3UEZWbnpsSmR5LnBuZw.png
21,Aaliyah Ibarra,Seattle U Redhawks,G,5-8,Senior,"Las Vegas, NV",FreeAgent,33.0,4.12,77.0,124.0,8.0,13.5,2.38,0.348,1.0,0.12,0.88,0.12,0.25,1.75,0.38,0.75,0.88,2.88,0.0,0.0,8.0,1.0,108.0,19.0,8.0,1.0,7.0,1.0,6.0,7.0,23.0,2.0,14.0,3.0,5.0,0.62,3.0,Utah Tech,aaliyah ibarra,https://goseattleu.com/imgproxy/_TvXo-Wd26emOYoDBaIWFf6n66GR8yidVSZMwYhfao4/rs:fit:1980:0:0/g:ce/q:90/aHR0cHM6Ly9zdG9yYWdlLmdvb2dsZWFwaXMuY29tL2dvc2VhdHRsZXUtY29tLXByb2QvMjAyNS8xMC8wOS91UE5TTnZHY2JrQ1J6WWlkTXVwZE9Ta1J3Q1pnWUkxeE9nN1RSa2VCLnBuZw.png
22,Lucy Larson,Seattle U Redhawks,G,5-10,Sophomore,"Seattle, WA",UserTeam3,35.0,3.5,76.0,122.0,10.0,9.6,1.0,0.25,1.8,0.9,0.4,0.0,0.2,1.0,0.2,0.9,0.3,1.6,5.0,0.5,13.0,1.3,96.0,10.0,18.0,9.0,4.0,0.0,9.0,3.0,16.0,2.0,10.0,2.0,5.0,0.5,4.0,,lucy larson,https://goseattleu.com/imgproxy/dR1mTc9WB43roTFVu20B6gcm0knq8UA90sb7kmGCh0Y/rs:fit:1980:0:0/g:ce/q:90/aHR0cHM6Ly9zdG9yYWdlLmdvb2dsZWFwaXMuY29tL2dvc2VhdHRsZXUtY29tLXByb2QvMjAyNS8xMC8wOS8zWXVFQnJjUkFCSzJ6VVB2ejhTQnFFdHY0M0o4clh1WVAyUnRqSlZ3LnBuZw.png
24,Sydnie Rodriguez,Seattle U Redhawks,G,6-0,Sophomore,"Boise, ID",FreeAgent,120.0,10.91,53.5,81.5,11.0,21.73,6.27,0.353,4.09,0.64,1.27,0.09,0.82,3.64,1.45,1.82,2.0,6.82,12.0,1.09,33.0,3.0,239.0,69.0,45.0,7.0,14.0,1.0,20.0,22.0,75.0,9.0,40.0,16.0,19.0,1.73,4.0,Owhyee HS,sydnie rodriguez,https://goseattleu.com/imgproxy/coiLDNnfD4ptGSHU6KNsQGAz0cK2mGzljSZiA1gw3wc/rs:fit:1980:0:0/g:ce/q:90/aHR0cHM6Ly9zdG9yYWdlLmdvb2dsZWFwaXMuY29tL2dvc2VhdHRsZXUtY29tLXByb2QvMjAyNS8xMC8wOS85RENVaGt6T2NWaUlaMWMySEJLck1YeTM4a1Q4aWN3RnhJRHBzQzlzLnBuZw.png
0,Tiara Bolden,Oregon State Beavers,G,5-11,Gr.,"Eugene, OR",UserTeam5,371.0,28.54,7.0,11.0,13.0,29.69,14.46,0.558,5.31,1.31,1.46,0.23,1.85,4.23,1.85,3.0,5.38,11.31,13.0,1.0,56.0,4.31,386.0,188.0,69.0,17.0,19.0,3.0,39.0,70.0,147.0,24.0,55.0,24.0,28.0,2.15,8.0,,tiara bolden,https://images.sidearmdev.com/crop?url=https%3A%2F%2Fdxbhsrqyrr690.cloudfront.net%2Fsidearm.nextgen.sites%2Foregonstate.sidearmsports.com%2Fimages%2F2024%2F10%2F2%2FWBB_Headshot-9.jpg&width=603&height=803&gravity=north&type=webp
1,Kennedie Shuler,Oregon State Beavers,G,5-10,Jr.,"Gresham, OR",UserTeam1,409.0,31.46,2.0,5.0,13.0,31.46,9.69,0.427,4.77,5.31,1.38,0.85,0.23,1.85,1.15,3.08,4.15,10.0,15.0,1.15,47.0,3.62,409.0,126.0,62.0,69.0,18.0,11.0,40.0,54.0,130.0,3.0,24.0,15.0,33.0,2.54,8.0,,kennedie shuler,https://images.sidearmdev.com/crop?url=https%3A%2F%2Fdxbhsrqyrr690.cloudfront.net%2Fsidearm.nextgen.sites%2Foregonstate.sidearmsports.com%2Fimages%2F2024%2F10%2F2%2FWBB_Headshot-2.jpg&width=603&height=803&gravity=north&type=webp
2,Katelyn Field,Oregon State Beavers,G,5-11,Fr.,"Melbourne, Australia",FreeAgent,43.0,4.3,73.0,117.0,10.0,6.6,2.2,0.4,0.6,0.2,0.4,0.2,0.4,1.4,0.6,0.6,0.6,2.0,1.0,0.1,5.0,0.5,66.0,22.0,6.0,2.0,4.0,2.0,6.0,6.0,20.0,4.0,14.0,6.0,6.0,0.6,6.0,,katelyn field,https://images.sidearmdev.com/crop?url=https%3A%2F%2Fdxbhsrqyrr690.cloudfront.net%2Fsidearm.nextgen.sites%2Foregonstate.sidearmsports.com%2Fimages%2F2025%2F5%2F12%2FKF_Headshot.jpg&width=603&height=803&gravity=north&type=webp
3,Jenna Villa,Oregon State Beavers,G,6-1,Jr.,"Arlington, WA",UserTeam2,356.0,27.38,9.5,14.5,13.0,32.0,13.31,0.496,4.77,1.92,0.85,0.38,1.54,5.23,3.31,1.54,4.23,10.08,16.0,1.23,46.0,3.54,416.0,173.0,62.0,25.0,11.0,5.0,20.0,55.0,131.0,20.0,68.0,43.0,47.0,3.62,8.0,,jenna villa,https://images.sidearmdev.com/crop?url=https%3A%2F%2Fdxbhsrqyrr690.cloudfront.net%2Fsidearm.nextgen.sites%2Foregonstate.sidearmsports.com%2Fimages%2F2025%2F5%2F12%2F25WBB_Recruit_Jenna_Villa_0009.jpg&width=603&height=803&gravity=north&type=webp
4,Ally Schimel,Oregon State Beavers,G,5-10,So.,"Corbett, OR",UserTeam1,166.0,12.77,42.0,62.0,13.0,27.62,7.08,0.542,2.38,0.31,0.69,0.31,1.85,4.0,0.15,1.38,2.54,6.38,4.0,0.31,27.0,2.08,359.0,92.0,31.0,4.0,9.0,4.0,18.0,33.0,83.0,24.0,52.0,2.0,5.0,0.38,8.0,,ally schimel,https://images.sidearmdev.com/crop?url=https%3A%2F%2Fdxbhsrqyrr690.cloudfront.net%2Fsidearm.nextgen.sites%2Foregonstate.sidearmsports.com%2Fimages%2F2024%2F10%2F2%2FWBB_Headshot-6.jpg&width=603&height=803&gravity=north&type=webp
7,Lucia Navarro,Oregon State Beavers,G,6-0,Jr.,"Valencia, Spain",FreeAgent,-10.0,-5.0,100.0,162.0,2.0,5.5,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.5,2.0,1.0,1.0,0.5,11.0,0.0,3.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,,lucia navarro,https://images.sidearmdev.com/crop?url=https%3A%2F%2Fdxbhsrqyrr690.cloudfront.net%2Fsidearm.nextgen.sites%2Foregonstate.sidearmsports.com%2Fimages%2F2024%2F10%2F2%2FWBB_Headshot-12.jpg&width=603&height=803&gravity=north&type=webp
10,Susana Yepes,Oregon State Beavers,F,6-0,R-Sr.,"Medellin, Colombia",UserTeam4,21.0,2.62,41.5,131.5,8.0,9.25,1.12,0.321,0.88,0.88,0.0,0.0,0.38,1.12,0.0,0.75,0.38,1.75,2.0,0.25,5.0,0.62,74.0,9.0,7.0,7.0,0.0,0.0,6.0,3.0,14.0,3.0,9.0,0.0,0.0,0.0,5.0,,susana yepes,https://images.sidearmdev.com/crop?url=https%3A%2F%2Fdxbhsrqyrr690.cloudfront.net%2Fsidearm.nextgen.sites%2Foregonstate.sidearmsports.com%2Fimages%2F2024%2F10%2F2%2FWBB_Headshot-11.jpg&width=603&height=803&gravity=north&type=webp
12,Mackenzie Shivers,Oregon State Beavers,G,5-6,R-Jr.,"Mesa, AZ",FreeAgent,-1.0,-0.25,96.0,158.0,4.0,3.25,0.25,0.0,0.25,0.25,0.0,0.0,0.0,0.75,0.25,0.0,0.0,1.25,1.0,0.25,0.0,0.0,13.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,1.0,2.0,0.5,3.0,,mackenzie shivers,https://images.sidearmdev.com/crop?url=https%3A%2F%2Fdxbhsrqyrr690.cloudfront.net%2Fsidearm.nextgen.sites%2Foregonstate.sidearmsports.com%2Fimages%2F2024%2F10%2F2%2FWBB_Headshot-8.jpg&width=603&height=803&gravity=north&type=webp
15,Lizzy Williamson,Oregon State Beavers,F,6-5,Gr.,"Adelaide, Australia",UserTeam5,215.0,16.54,13.0,44.0,13.0,17.08,5.38,0.46,4.85,0.69,0.38,0.92,0.0,0.08,0.92,1.08,2.23,4.85,24.0,1.85,39.0,3.0,222.0,70.0,63.0,9.0,5.0,12.0,14.0,29.0,63.0,0.0,1.0,12.0,19.0,1.46,8.0,,lizzy williamson,https://images.sidearmdev.com/crop?url=https%3A%2F%2Fdxbhsrqyrr690.cloudfront.net%2Fsidearm.nextgen.sites%2Foregonstate.sidearmsports.com%2Fimages%2F2025%2F5%2F16%2F25WBB_Recruit_Lizzy_Williamson_0037.jpg&width=603&height=803&gravity=north&type=webp
16,Elisa Mehyar,Oregon State Beavers,F,6-5,So.,"Copenhagen, Denmark",FreeAgent,19.0,2.71,44.0,134.0,7.0,4.86,1.29,0.667,1.14,0.0,0.0,0.14,0.0,0.0,0.14,0.57,0.57,0.86,3.0,0.43,5.0,0.71,34.0,9.0,8.0,0.0,0.0,1.0,4.0,4.0,6.0,0.0,0.0,1.0,4.0,0.57,5.0,,elisa mehyar,https://images.sidearmdev.com/crop?url=https%3A%2F%2Fdxbhsrqyrr690.cloudfront.net%2Fsidearm.nextgen.sites%2Foregonstate.sidearmsports.com%2Fimages%2F2024%2F10%2F2%2FWBB_Headshot-10.jpg&width=603&height=803&gravity=north&type=webp
22,Lara Alonso-Basurto,Oregon State Beavers,F,6-3,Fr.,"Madrid, Spain",FreeAgent,195.0,15.0,15.0,51.0,13.0,18.23,6.23,0.484,4.92,0.46,0.31,1.0,0.31,1.15,1.62,1.46,2.15,4.77,27.0,2.08,37.0,2.85,237.0,81.0,64.0,6.0,4.0,13.0,19.0,28.0,62.0,4.0,15.0,21.0,36.0,2.77,8.0,,lara alonso-basurto,https://images.sidearmdev.com/crop?url=https%3A%2F%2Fdxbhsrqyrr690.cloudfront.net%2Fsidearm.nextgen.sites%2Foregonstate.sidearmsports.com%2Fimages%2F2024%2F10%2F2%2FWBB_Headshot-10.jpg&width=603&height=803&gravity=north&type=webp
25,Keira Lindemans,Oregon State Beavers,G,6-0,Fr.,"Melbourne, Australia",FreeAgent,27.0,3.0,79.5,126.5,9.0,8.56,0.89,0.269,0.89,0.33,0.67,0.0,0.11,0.67,0.11,0.89,0.33,1.44,1.0,0.11,7.0,0.78,77.0,8.0,8.0,3.0,6.0,0.0,8.0,3.0,13.0,1.0,6.0,1.0,1.0,0.11,7.0,,keira lindemans,https://images.sidearmdev.com/crop?url=https%3A%2F%2Fdxbhsrqyrr690.cloudfront.net%2Fsidearm.nextgen.sites%2Foregonstate.sidearmsports.com%2Fimages%2F2025%2F5%2F12%2FKL_Headshot.jpg&width=603&height=803&gravity=north&type=webp
30,Catarina Ferreira,Oregon State Beavers,G,6-0,Gr.,"Sao Paulo, Brazil",FreeAgent,0.0,0.0,91.5,151.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,catarina ferreira,https://images.sidearmdev.com/crop?url=https%3A%2F%2Fdxbhsrqyrr690.cloudfront.net%2Fsidearm.nextgen.sites%2Foregonstate.sidearmsports.com%2Fimages%2F2024%2F10%2F2%2FWBB_Headshot-7.jpg&width=603&height=803&gravity=north&type=webp
31,Cloe Vecina,Oregon State Beavers,G,5-8,So.,"Vigo, Spain",FreeAgent,74.0,5.69,65.0,103.0,13.0,9.85,1.85,0.438,0.69,0.92,0.46,0.15,0.23,0.62,0.23,0.92,0.69,1.85,2.0,0.15,7.0,0.54,128.0,24.0,9.0,12.0,6.0,2.0,12.0,9.0,24.0,3.0,8.0,3.0,7.0,0.54,8.0,,cloe vecina,https://images.sidearmdev.com/crop?url=https%3A%2F%2Fdxbhsrqyrr690.cloudfront.net%2Fsidearm.nextgen.sites%2Foregonstate.sidearmsports.com%2Fimages%2F2024%2F10%2F2%2FWBB_Headshot-5.jpg&width=603&height=803&gravity=north&type=webp
32,Néné Sow,Oregon State Beavers,C,6-8,R-Sr.,"Brussels, Belgium",FreeAgent,204.0,15.69,2.0,49.0,13.0,14.85,4.0,0.676,6.08,0.15,0.38,1.08,0.0,0.0,0.46,1.08,1.77,2.62,20.0,1.54,59.0,4.54,193.0,52.0,79.0,2.0,5.0,14.0,14.0,23.0,34.0,0.0,0.0,6.0,15.0,1.15,8.0,,nene sow,https://images.sidearmdev.com/crop?url=https%3A%2F%2Fdxbhsrqyrr690.cloudfront.net%2Fsidearm.nextgen.sites%2Foregonstate.sidearmsports.com%2Fimages%2F2025%2F5%2F12%2F25WBB_Recruit_Ne_ne__Sow_0060.jpg&width=603&height=803&gravity=north&type=webp
0,Ivory Finley,Pepperdine Waves,G,5-10,Gr.,"Minneapolis, MN",FreeAgent,94.0,8.55,61.0,94.0,11.0,14.18,4.82,0.538,1.45,0.91,0.36,0.09,0.64,2.0,0.91,1.55,1.64,3.64,6.0,0.55,10.0,0.91,156.0,53.0,16.0,10.0,4.0,1.0,17.0,18.0,40.0,7.0,22.0,10.0,14.0,1.27,9.0,Utah State,ivory finley,https://daitadul56i2n.cloudfront.net/images/2025/9/26/0_ivory.jpg?width=80&quality=90
1,Taija Sta. Maria,Pepperdine Waves,G,5-6,Jr.,"Toronto, Ontario, Canada",UserTeam3,196.0,16.33,32.0,50.0,12.0,30.42,6.0,0.414,1.92,3.33,0.75,0.0,0.25,1.42,1.58,2.08,2.08,5.33,3.0,0.25,20.0,1.67,365.0,72.0,23.0,40.0,9.0,0.0,25.0,25.0,64.0,3.0,17.0,19.0,28.0,2.33,9.0,Fresno State,taija sta. maria,https://daitadul56i2n.cloudfront.net/images/2025/9/26/1_taija.jpg?width=80&quality=90
2,Ellison Guiney,Pepperdine Waves,G,5-11,So.,"Goodyear, AZ",UserTeam2,356.0,29.67,9.5,14.5,12.0,30.08,13.67,0.542,3.83,3.08,0.92,0.42,1.83,4.75,2.83,2.67,4.5,10.0,18.0,1.5,28.0,2.33,361.0,164.0,46.0,37.0,11.0,5.0,32.0,54.0,120.0,22.0,57.0,34.0,41.0,3.42,9.0,UNLV,ellison guiney,https://daitadul56i2n.cloudfront.net/images/2025/9/26/2_guiney.jpg?width=80&quality=90
3,Bella Green,Pepperdine Waves,G,6-0,Gr.,"Perth, Australia",UserTeam5,158.0,13.17,44.5,66.5,12.0,13.83,5.08,0.426,6.17,0.67,0.42,0.25,0.17,0.58,0.75,1.75,2.08,5.08,22.0,1.83,52.0,4.33,166.0,61.0,74.0,8.0,5.0,3.0,21.0,25.0,61.0,2.0,7.0,9.0,11.0,0.92,9.0,University of West Florida,bella green,https://daitadul56i2n.cloudfront.net/images/2025/9/26/3_green.jpg?width=80&quality=90
10,Ilinca Belegante,Pepperdine Waves,G,6-0,Fr.,"Bucharest, Romania",FreeAgent,-5.0,-0.83,98.5,160.5,6.0,2.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.33,0.33,0.0,0.5,0.0,0.0,0.0,0.0,12.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,3.0,2.0,3.0,0.5,5.0,,ilinca belegante,https://daitadul56i2n.cloudfront.net/images/2025/9/26/10_Ilinca.jpg?width=80&quality=90
11,Quinn VanSickle,Pepperdine Waves,G,5-8,Fr.,"Castle Rock, CO",FreeAgent,6.0,2.0,84.0,141.0,3.0,7.33,2.0,0.429,1.0,0.33,0.0,0.0,0.67,2.0,0.0,0.67,0.67,2.33,1.0,0.33,2.0,0.67,22.0,6.0,3.0,1.0,0.0,0.0,2.0,2.0,7.0,2.0,6.0,0.0,0.0,0.0,2.0,,quinn vansickle,https://daitadul56i2n.cloudfront.net/images/2025/9/26/11_quinn.jpg?width=80&quality=90
